date,event_id,category,category_ko,brand,merchant_type,discount_pct,discount_type,views,likes
2026-05-08,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,70,3
2026-05-09,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,80,3
2026-05-10,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,44,3
2026-05-11,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,31,2
2026-05-12,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,62,2
2026-05-13,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,43,2
2026-05-14,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,71,3
2026-05-15,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,40,3
2026-05-16,e041,delivery,딜리버리,배달의민족,브랜드,45.0,percent,30,1
2026-05-07,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,69,3
2026-05-08,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,68,3
2026-05-09,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,106,7
2026-05-10,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,86,5
2026-05-11,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,53,3
2026-05-12,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,83,5
2026-05-13,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,58,3
2026-05-14,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,28,1
2026-05-15,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,61,4
2026-05-16,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,49,3
2026-05-17,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,40,2
2026-05-18,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,49,3
2026-05-19,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,20,1
2026-05-20,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,40,2
2026-05-21,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,39,2
2026-05-22,e042,delivery,딜리버리,요기요,브랜드,40.0,percent,26,1
2026-05-11,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,45,2
2026-05-12,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,63,3
2026-05-13,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,21,1
2026-05-14,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,84,4
2026-05-15,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,70,4
2026-05-16,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,110,6
2026-05-17,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,63,4
2026-05-18,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,65,4
2026-05-19,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,28,1
2026-05-20,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,42,2
2026-05-21,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,31,1
2026-05-22,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,40,2
2026-05-23,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,50,2
2026-05-24,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,50,3
2026-05-25,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,24,1
2026-05-26,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,34,2
2026-05-27,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,31,2
2026-05-28,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,20,1
2026-05-29,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,21,1
2026-05-30,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,67,4
2026-05-31,e043,delivery,딜리버리,쿠팡이츠,브랜드,50.0,percent,19,1
2026-05-24,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,75,3
2026-05-25,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,29,1
2026-05-26,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,73,3
2026-05-27,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,46,3
2026-05-28,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,41,2
2026-05-29,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,30,1
2026-05-30,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,27,1
2026-05-31,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,40,2
2026-06-01,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,26,1
2026-06-02,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,16,1
2026-06-03,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,16,1
2026-06-04,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,16,1
2026-06-05,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,19,1
2026-06-06,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,27,1
2026-06-07,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,34,2
2026-06-08,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,26,1
2026-06-09,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,20,1
2026-06-10,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,23,1
2026-06-11,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,27,1
2026-06-12,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,14,1
2026-06-13,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,34,2
2026-06-14,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,47,3
2026-06-15,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,11,1
2026-06-16,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,8,0
2026-06-17,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,20,1
2026-06-18,e044,delivery,딜리버리,Domino's Pizza,소상공인,,bundle,33,1
2026-05-22,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,84,4
2026-05-23,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,112,5
2026-05-24,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,82,4
2026-05-25,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,31,1
2026-05-26,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,29,2
2026-05-27,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,21,1
2026-05-28,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,64,4
2026-05-29,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,58,3
2026-05-30,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,46,2
2026-05-31,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,39,2
2026-06-01,e045,delivery,딜리버리,Pizza Hut,브랜드,35.0,percent,22,1
2026-05-28,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,81,3
2026-05-29,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,57,4
2026-05-30,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,66,4
2026-05-31,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,50,2
2026-06-01,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,53,3
2026-06-02,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,33,2
2026-06-03,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,36,2
2026-06-04,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,23,1
2026-06-05,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,31,2
2026-06-06,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,46,2
2026-06-07,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,22,1
2026-06-08,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,25,1
2026-06-09,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,25,2
2026-06-10,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,17,1
2026-06-11,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,39,3
2026-06-12,e046,delivery,딜리버리,Mister Pizza,브랜드,,bundle,37,2
2026-05-24,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,84,5
2026-05-25,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,43,2
2026-05-26,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,26,1
2026-05-27,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,59,2
2026-05-28,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,34,2
2026-05-29,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,27,1
2026-05-30,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,38,2
2026-05-31,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,50,2
2026-06-01,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,31,1
2026-06-02,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,18,1
2026-06-03,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,40,2
2026-06-04,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,17,1
2026-06-05,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,52,2
2026-06-06,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,40,2
2026-06-07,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,30,1
2026-06-08,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,22,1
2026-06-09,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,24,2
2026-06-10,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,29,1
2026-06-11,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,14,1
2026-06-12,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,23,1
2026-06-13,e047,delivery,딜리버리,bhc치킨,브랜드,25.0,percent,36,2
2026-05-26,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,90,6
2026-05-27,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,81,5
2026-05-28,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,88,3
2026-05-29,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,79,3
2026-05-30,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,43,2
2026-05-31,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,48,3
2026-06-01,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,47,3
2026-06-02,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,40,2
2026-06-03,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,27,2
2026-06-04,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,35,2
2026-06-05,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,29,1
2026-06-06,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,23,1
2026-06-07,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,34,2
2026-06-08,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,24,1
2026-06-09,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,20,1
2026-06-10,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,30,2
2026-06-11,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,24,1
2026-06-12,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,35,2
2026-06-13,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,47,3
2026-06-14,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,76,3
2026-06-15,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,23,1
2026-06-16,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,34,1
2026-06-17,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,26,2
2026-06-18,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,28,2
2026-06-19,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,29,2
2026-06-20,e048,delivery,딜리버리,교촌치킨,브랜드,25.0,percent,37,2
2026-05-29,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,79,4
2026-05-30,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,122,7
2026-05-31,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,54,2
2026-06-01,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,26,1
2026-06-02,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,31,2
2026-06-03,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,29,1
2026-06-04,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,30,1
2026-06-05,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,39,2
2026-06-06,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,38,2
2026-06-07,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,38,2
2026-06-08,e049,delivery,딜리버리,네네치킨,브랜드,30.0,percent,23,1
2026-05-02,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,121,7
2026-05-03,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,193,8
2026-05-04,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,57,4
2026-05-05,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,37,2
2026-05-06,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,19,1
2026-05-07,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,79,4
2026-05-08,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,50,2
2026-05-09,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,48,3
2026-05-10,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,20,1
2026-05-11,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,29,2
2026-05-12,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,29,2
2026-05-13,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,24,1
2026-05-14,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,19,1
2026-05-15,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,22,1
2026-05-16,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,80,3
2026-05-17,e050,delivery,딜리버리,굽네치킨,브랜드,35.0,percent,39,2
2026-05-04,e051,stay,스테이,야놀자,소상공인,35.0,percent,37,2
2026-05-05,e051,stay,스테이,야놀자,소상공인,35.0,percent,37,2
2026-05-06,e051,stay,스테이,야놀자,소상공인,35.0,percent,33,1
2026-05-07,e051,stay,스테이,야놀자,소상공인,35.0,percent,19,1
2026-05-08,e051,stay,스테이,야놀자,소상공인,35.0,percent,47,2
2026-05-09,e051,stay,스테이,야놀자,소상공인,35.0,percent,35,2
2026-05-10,e051,stay,스테이,야놀자,소상공인,35.0,percent,33,1
2026-05-11,e051,stay,스테이,야놀자,소상공인,35.0,percent,36,2
2026-05-12,e051,stay,스테이,야놀자,소상공인,35.0,percent,12,1
2026-05-13,e051,stay,스테이,야놀자,소상공인,35.0,percent,15,0
2026-05-14,e051,stay,스테이,야놀자,소상공인,35.0,percent,22,1
2026-05-09,e052,stay,스테이,Agoda,브랜드,50.0,percent,123,5
2026-05-10,e052,stay,스테이,Agoda,브랜드,50.0,percent,58,2
2026-05-11,e052,stay,스테이,Agoda,브랜드,50.0,percent,37,1
2026-05-12,e052,stay,스테이,Agoda,브랜드,50.0,percent,47,2
2026-05-13,e052,stay,스테이,Agoda,브랜드,50.0,percent,80,3
2026-05-14,e052,stay,스테이,Agoda,브랜드,50.0,percent,36,2
2026-05-15,e052,stay,스테이,Agoda,브랜드,50.0,percent,30,1
2026-05-16,e052,stay,스테이,Agoda,브랜드,50.0,percent,30,1
2026-05-17,e052,stay,스테이,Agoda,브랜드,50.0,percent,36,1
2026-05-18,e052,stay,스테이,Agoda,브랜드,50.0,percent,35,1
2026-05-19,e052,stay,스테이,Agoda,브랜드,50.0,percent,64,2
2026-05-20,e052,stay,스테이,Agoda,브랜드,50.0,percent,22,1
2026-05-21,e052,stay,스테이,Agoda,브랜드,50.0,percent,26,1
2026-05-22,e052,stay,스테이,Agoda,브랜드,50.0,percent,55,2
2026-05-23,e052,stay,스테이,Agoda,브랜드,50.0,percent,39,2
2026-05-24,e052,stay,스테이,Agoda,브랜드,50.0,percent,35,1
2026-05-18,e053,stay,스테이,Booking.com,브랜드,35.0,percent,88,3
2026-05-19,e053,stay,스테이,Booking.com,브랜드,35.0,percent,44,2
2026-05-20,e053,stay,스테이,Booking.com,브랜드,35.0,percent,28,1
2026-05-21,e053,stay,스테이,Booking.com,브랜드,35.0,percent,57,3
2026-05-22,e053,stay,스테이,Booking.com,브랜드,35.0,percent,23,1
2026-05-23,e053,stay,스테이,Booking.com,브랜드,35.0,percent,62,2
2026-05-24,e053,stay,스테이,Booking.com,브랜드,35.0,percent,37,1
2026-05-25,e053,stay,스테이,Booking.com,브랜드,35.0,percent,23,1
2026-05-26,e053,stay,스테이,Booking.com,브랜드,35.0,percent,20,1
2026-05-27,e053,stay,스테이,Booking.com,브랜드,35.0,percent,22,1
2026-05-28,e053,stay,스테이,Booking.com,브랜드,35.0,percent,20,1
2026-05-29,e053,stay,스테이,Booking.com,브랜드,35.0,percent,32,1
2026-05-30,e053,stay,스테이,Booking.com,브랜드,35.0,percent,27,1
2026-05-31,e053,stay,스테이,Booking.com,브랜드,35.0,percent,15,1
2026-06-01,e053,stay,스테이,Booking.com,브랜드,35.0,percent,20,1
2026-06-02,e053,stay,스테이,Booking.com,브랜드,35.0,percent,27,1
2026-06-03,e053,stay,스테이,Booking.com,브랜드,35.0,percent,10,0
2026-06-04,e053,stay,스테이,Booking.com,브랜드,35.0,percent,21,1
2026-06-05,e053,stay,스테이,Booking.com,브랜드,35.0,percent,22,1
2026-06-06,e053,stay,스테이,Booking.com,브랜드,35.0,percent,41,2
2026-06-07,e053,stay,스테이,Booking.com,브랜드,35.0,percent,25,1
2026-05-20,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,69,2
2026-05-21,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,60,3
2026-05-22,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,64,2
2026-05-23,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,91,5
2026-05-24,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,41,2
2026-05-25,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,30,1
2026-05-26,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,29,1
2026-05-27,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,26,1
2026-05-28,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,23,1
2026-05-29,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,21,1
2026-05-30,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,33,1
2026-05-31,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,18,1
2026-06-01,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,10,0
2026-06-02,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,13,0
2026-06-03,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,26,1
2026-06-04,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,23,1
2026-06-05,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,32,1
2026-06-06,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,24,1
2026-06-07,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,40,1
2026-06-08,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,12,0
2026-06-09,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,13,0
2026-06-10,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,28,1
2026-06-11,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,22,1
2026-06-12,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,32,1
2026-06-13,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,32,1
2026-06-14,e054,stay,스테이,Hotels.com,브랜드,35.0,percent,22,1
2026-05-19,e055,stay,스테이,Airbnb,브랜드,20.0,percent,28,1
2026-05-20,e055,stay,스테이,Airbnb,브랜드,20.0,percent,20,1
2026-05-21,e055,stay,스테이,Airbnb,브랜드,20.0,percent,67,2
2026-05-22,e055,stay,스테이,Airbnb,브랜드,20.0,percent,22,1
2026-05-23,e055,stay,스테이,Airbnb,브랜드,20.0,percent,67,3
2026-05-24,e055,stay,스테이,Airbnb,브랜드,20.0,percent,36,1
2026-05-25,e055,stay,스테이,Airbnb,브랜드,20.0,percent,25,1
2026-05-26,e055,stay,스테이,Airbnb,브랜드,20.0,percent,22,1
2026-05-27,e055,stay,스테이,Airbnb,브랜드,20.0,percent,25,1
2026-05-28,e055,stay,스테이,Airbnb,브랜드,20.0,percent,16,1
2026-05-29,e055,stay,스테이,Airbnb,브랜드,20.0,percent,11,0
2026-05-20,e056,stay,스테이,여기어때,브랜드,70.0,percent,57,2
2026-05-21,e056,stay,스테이,여기어때,브랜드,70.0,percent,75,2
2026-05-22,e056,stay,스테이,여기어때,브랜드,70.0,percent,46,2
2026-05-23,e056,stay,스테이,여기어때,브랜드,70.0,percent,102,5
2026-05-24,e056,stay,스테이,여기어때,브랜드,70.0,percent,56,3
2026-05-25,e056,stay,스테이,여기어때,브랜드,70.0,percent,26,1
2026-05-26,e056,stay,스테이,여기어때,브랜드,70.0,percent,36,2
2026-05-27,e056,stay,스테이,여기어때,브랜드,70.0,percent,39,2
2026-05-28,e056,stay,스테이,여기어때,브랜드,70.0,percent,40,1
2026-05-29,e056,stay,스테이,여기어때,브랜드,70.0,percent,14,1
2026-05-30,e056,stay,스테이,여기어때,브랜드,70.0,percent,15,1
2026-05-31,e056,stay,스테이,여기어때,브랜드,70.0,percent,57,2
2026-06-01,e056,stay,스테이,여기어때,브랜드,70.0,percent,17,1
2026-06-02,e056,stay,스테이,여기어때,브랜드,70.0,percent,37,2
2026-06-03,e056,stay,스테이,여기어때,브랜드,70.0,percent,41,2
2026-06-04,e056,stay,스테이,여기어때,브랜드,70.0,percent,19,1
2026-05-27,e057,stay,스테이,Marriott,브랜드,40.0,percent,39,1
2026-05-28,e057,stay,스테이,Marriott,브랜드,40.0,percent,65,2
2026-05-29,e057,stay,스테이,Marriott,브랜드,40.0,percent,46,2
2026-05-30,e057,stay,스테이,Marriott,브랜드,40.0,percent,87,3
2026-05-31,e057,stay,스테이,Marriott,브랜드,40.0,percent,81,3
2026-06-01,e057,stay,스테이,Marriott,브랜드,40.0,percent,20,1
2026-06-02,e057,stay,스테이,Marriott,브랜드,40.0,percent,20,1
2026-06-03,e057,stay,스테이,Marriott,브랜드,40.0,percent,27,1
2026-06-04,e057,stay,스테이,Marriott,브랜드,40.0,percent,12,0
2026-06-05,e057,stay,스테이,Marriott,브랜드,40.0,percent,16,1
2026-06-06,e057,stay,스테이,Marriott,브랜드,40.0,percent,25,1
2026-06-07,e057,stay,스테이,Marriott,브랜드,40.0,percent,63,3
2026-06-08,e057,stay,스테이,Marriott,브랜드,40.0,percent,24,1
2026-06-09,e057,stay,스테이,Marriott,브랜드,40.0,percent,16,1
2026-06-10,e057,stay,스테이,Marriott,브랜드,40.0,percent,15,1
2026-06-11,e057,stay,스테이,Marriott,브랜드,40.0,percent,15,1
2026-06-12,e057,stay,스테이,Marriott,브랜드,40.0,percent,22,1
2026-06-13,e057,stay,스테이,Marriott,브랜드,40.0,percent,25,1
2026-06-14,e057,stay,스테이,Marriott,브랜드,40.0,percent,27,1
2026-06-15,e057,stay,스테이,Marriott,브랜드,40.0,percent,25,1
2026-06-16,e057,stay,스테이,Marriott,브랜드,40.0,percent,19,1
2026-05-28,e058,stay,스테이,Hilton,소상공인,35.0,percent,62,3
2026-05-29,e058,stay,스테이,Hilton,소상공인,35.0,percent,44,1
2026-05-30,e058,stay,스테이,Hilton,소상공인,35.0,percent,91,3
2026-05-31,e058,stay,스테이,Hilton,소상공인,35.0,percent,54,2
2026-06-01,e058,stay,스테이,Hilton,소상공인,35.0,percent,29,1
2026-06-02,e058,stay,스테이,Hilton,소상공인,35.0,percent,28,1
2026-06-03,e058,stay,스테이,Hilton,소상공인,35.0,percent,19,1
2026-06-04,e058,stay,스테이,Hilton,소상공인,35.0,percent,21,1
2026-06-05,e058,stay,스테이,Hilton,소상공인,35.0,percent,24,1
2026-06-06,e058,stay,스테이,Hilton,소상공인,35.0,percent,22,1
2026-06-07,e058,stay,스테이,Hilton,소상공인,35.0,percent,16,1
2026-06-08,e058,stay,스테이,Hilton,소상공인,35.0,percent,22,1
2026-06-09,e058,stay,스테이,Hilton,소상공인,35.0,percent,24,1
2026-06-10,e058,stay,스테이,Hilton,소상공인,35.0,percent,20,1
2026-06-11,e058,stay,스테이,Hilton,소상공인,35.0,percent,18,1
2026-06-12,e058,stay,스테이,Hilton,소상공인,35.0,percent,48,1
2026-06-13,e058,stay,스테이,Hilton,소상공인,35.0,percent,20,1
2026-06-14,e058,stay,스테이,Hilton,소상공인,35.0,percent,26,1
2026-06-15,e058,stay,스테이,Hilton,소상공인,35.0,percent,25,1
2026-06-16,e058,stay,스테이,Hilton,소상공인,35.0,percent,11,1
2026-06-17,e058,stay,스테이,Hilton,소상공인,35.0,percent,21,1
2026-06-18,e058,stay,스테이,Hilton,소상공인,35.0,percent,33,1
2026-06-19,e058,stay,스테이,Hilton,소상공인,35.0,percent,21,1
2026-06-20,e058,stay,스테이,Hilton,소상공인,35.0,percent,26,1
2026-06-21,e058,stay,스테이,Hilton,소상공인,35.0,percent,18,1
2026-06-22,e058,stay,스테이,Hilton,소상공인,35.0,percent,20,1
2026-05-02,e059,stay,스테이,Expedia,브랜드,45.0,percent,66,2
2026-05-03,e059,stay,스테이,Expedia,브랜드,45.0,percent,67,3
2026-05-04,e059,stay,스테이,Expedia,브랜드,45.0,percent,26,1
2026-05-05,e059,stay,스테이,Expedia,브랜드,45.0,percent,15,1
2026-05-06,e059,stay,스테이,Expedia,브랜드,45.0,percent,29,1
2026-05-07,e059,stay,스테이,Expedia,브랜드,45.0,percent,28,1
2026-05-08,e059,stay,스테이,Expedia,브랜드,45.0,percent,33,1
2026-05-09,e059,stay,스테이,Expedia,브랜드,45.0,percent,54,2
2026-05-10,e059,stay,스테이,Expedia,브랜드,45.0,percent,52,2
2026-05-11,e059,stay,스테이,Expedia,브랜드,45.0,percent,28,1
2026-05-12,e059,stay,스테이,Expedia,브랜드,45.0,percent,29,1
2026-05-06,e060,stay,스테이,Trip.com,브랜드,,bundle,38,1
2026-05-07,e060,stay,스테이,Trip.com,브랜드,,bundle,32,1
2026-05-08,e060,stay,스테이,Trip.com,브랜드,,bundle,57,3
2026-05-09,e060,stay,스테이,Trip.com,브랜드,,bundle,34,1
2026-05-10,e060,stay,스테이,Trip.com,브랜드,,bundle,27,1
2026-05-11,e060,stay,스테이,Trip.com,브랜드,,bundle,75,3
2026-05-12,e060,stay,스테이,Trip.com,브랜드,,bundle,25,1
2026-05-13,e060,stay,스테이,Trip.com,브랜드,,bundle,20,1
2026-05-14,e060,stay,스테이,Trip.com,브랜드,,bundle,20,1
2026-05-15,e060,stay,스테이,Trip.com,브랜드,,bundle,17,1
2026-05-16,e060,stay,스테이,Trip.com,브랜드,,bundle,35,1
