date,active_events,new_events,ended_events,avg_discount_pct,active_brand,active_merchant,active_beauty,active_delivery,active_fashion,active_food,active_living,active_popup,active_stay,active_tech,weekday,weekday_ko,ma7_active,merchant_share,total_views,total_likes,views_beauty,views_delivery,views_fashion,views_food,views_living,views_popup,views_stay,views_tech,views_brand,views_merchant,review_count,avg_rating,rating_sum,review_positive,review_neutral,review_negative,ma7_views,like_rate,review_positive_ratio,avg_rating_7d
2026-07-26,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,6,일,41.85714285714285,0.1794871794871795,2134.0,124.0,374.0,242.0,208.0,443.0,132.0,473.0,145.0,117.0,1835.0,299.0,9.0,3.888888888888889,35.0,7.0,1.0,1.0,1968.5714285714287,0.05810684161199625,0.7777777777777778,4.054054054054054
2026-07-27,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,0,월,39.42857142857143,0.1794871794871795,1419.0,84.0,229.0,117.0,179.0,301.0,92.0,318.0,111.0,72.0,1204.0,215.0,2.0,4.5,9.0,2.0,0.0,0.0,1817.4285714285713,0.05919661733615222,1.0,4.0
2026-07-28,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,1,화,39.285714285714285,0.1794871794871795,1203.0,71.0,207.0,147.0,109.0,212.0,57.0,260.0,141.0,70.0,1036.0,167.0,3.0,4.666666666666667,14.0,3.0,0.0,0.0,1731.4285714285713,0.05901911886949293,1.0,4.1
2026-07-29,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,2,수,39.142857142857146,0.1794871794871795,1283.0,79.0,212.0,115.0,127.0,245.0,90.0,293.0,131.0,70.0,1128.0,155.0,2.0,5.0,10.0,2.0,0.0,0.0,1670.142857142857,0.06157443491816056,1.0,4.137931034482759
2026-07-30,39,0,0,42.483870967741936,32,7,6,4,4,6,3,8,5,3,3,목,39.0,0.1794871794871795,1340.0,76.0,177.0,102.0,214.0,228.0,84.0,320.0,118.0,97.0,1121.0,219.0,1.0,5.0,5.0,1.0,0.0,0.0,1626.7142857142858,0.056716417910447764,1.0,4.208333333333333
2026-07-31,39,0,24,42.483870967741936,32,7,6,4,4,6,3,8,5,3,4,금,39.0,0.1794871794871795,1632.0,98.0,270.0,169.0,161.0,297.0,127.0,389.0,120.0,99.0,1340.0,292.0,6.0,4.5,27.0,5.0,1.0,0.0,1588.857142857143,0.06004901960784314,0.8333333333333334,4.2592592592592595
2026-08-01,30,15,0,40.625,27,3,3,4,4,2,5,5,4,3,5,토,37.71428571428572,0.1,2117.0,117.0,160.0,340.0,269.0,186.0,290.0,389.0,271.0,212.0,2017.0,100.0,8.0,4.25,34.0,7.0,1.0,0.0,1589.7142857142858,0.05526688710439301,0.875,4.32258064516129
2026-08-02,30,0,0,40.625,27,3,3,4,4,2,5,5,4,3,6,일,36.42857142857143,0.1,2121.0,122.0,150.0,250.0,222.0,330.0,338.0,467.0,210.0,154.0,2027.0,94.0,4.0,4.75,19.0,4.0,0.0,0.0,1587.857142857143,0.05752003771805752,1.0,4.538461538461538
2026-08-03,30,0,0,40.625,27,3,3,4,4,2,5,5,4,3,0,월,35.142857142857146,0.1,1315.0,72.0,136.0,175.0,178.0,105.0,199.0,276.0,111.0,135.0,1212.0,103.0,5.0,4.0,20.0,3.0,2.0,0.0,1573.0,0.05475285171102662,0.6,4.448275862068965
2026-08-04,30,0,0,40.625,27,3,3,4,4,2,5,5,4,3,1,화,33.857142857142854,0.1,1103.0,64.0,138.0,219.0,144.0,111.0,129.0,199.0,89.0,74.0,1059.0,44.0,3.0,4.333333333333333,13.0,3.0,0.0,0.0,1558.7142857142858,0.05802357207615594,1.0,4.413793103448276
2026-08-05,45,15,15,38.61111111111112,39,6,5,5,5,2,7,9,6,6,2,수,34.714285714285715,0.1333333333333333,2131.0,119.0,228.0,202.0,256.0,127.0,333.0,501.0,184.0,300.0,1855.0,276.0,6.0,4.166666666666667,25.0,6.0,0.0,0.0,1679.857142857143,0.05584232754575317,1.0,4.333333333333333
2026-08-06,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,3,목,33.42857142857143,0.1,1434.0,83.0,118.0,146.0,113.0,71.0,170.0,445.0,177.0,194.0,1288.0,146.0,2.0,4.0,8.0,2.0,0.0,0.0,1693.2857142857142,0.05788005578800558,1.0,4.294117647058823
2026-08-07,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,4,금,32.142857142857146,0.1,1897.0,107.0,133.0,177.0,176.0,163.0,270.0,472.0,267.0,239.0,1732.0,165.0,4.0,4.0,16.0,3.0,1.0,0.0,1731.142857142857,0.05640484976278334,0.75,4.21875
2026-08-08,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,5,토,32.142857142857146,0.1,1881.0,96.0,136.0,229.0,200.0,61.0,239.0,540.0,211.0,265.0,1722.0,159.0,4.0,4.25,17.0,4.0,0.0,0.0,1697.4285714285713,0.051036682615629984,1.0,4.214285714285714
2026-08-09,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,6,일,32.142857142857146,0.1,1558.0,88.0,126.0,176.0,203.0,108.0,184.0,306.0,228.0,227.0,1454.0,104.0,9.0,4.0,36.0,8.0,1.0,0.0,1617.0,0.05648267008985879,0.8888888888888888,4.090909090909091
2026-08-10,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,0,월,32.142857142857146,0.1,1171.0,66.0,102.0,149.0,107.0,106.0,186.0,230.0,145.0,146.0,1100.0,71.0,5.0,4.4,22.0,5.0,0.0,0.0,1596.4285714285713,0.05636208368915457,1.0,4.151515151515151
2026-08-11,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,1,화,32.142857142857146,0.1,1092.0,60.0,127.0,121.0,112.0,69.0,136.0,245.0,103.0,179.0,964.0,128.0,1.0,4.0,4.0,1.0,0.0,0.0,1594.857142857143,0.054945054945054944,1.0,4.129032258064516
2026-08-12,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,2,수,30.0,0.1,1035.0,56.0,142.0,111.0,103.0,57.0,117.0,235.0,144.0,126.0,952.0,83.0,0.0,,0.0,0.0,0.0,0.0,1438.2857142857142,0.05410628019323672,,4.12
2026-08-13,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,3,목,30.0,0.1,1026.0,57.0,79.0,136.0,69.0,74.0,176.0,256.0,121.0,115.0,914.0,112.0,1.0,3.0,3.0,0.0,1.0,0.0,1380.0,0.05555555555555555,0.0,4.083333333333333
2026-08-14,30,0,0,36.66666666666666,27,3,3,3,3,1,5,6,4,5,4,금,30.0,0.1,1171.0,66.0,129.0,190.0,124.0,52.0,152.0,286.0,95.0,143.0,1053.0,118.0,1.0,5.0,5.0,1.0,0.0,0.0,1276.2857142857142,0.05636208368915457,1.0,4.142857142857143
2026-08-15,30,0,15,36.66666666666666,27,3,3,3,3,1,5,6,4,5,5,토,30.0,0.1,1348.0,70.0,149.0,109.0,183.0,47.0,233.0,333.0,145.0,149.0,1166.0,182.0,2.0,2.5,5.0,0.0,1.0,1.0,1200.142857142857,0.05192878338278932,0.0,3.9473684210526314
2026-08-16,15,0,0,34.583333333333336,12,3,2,1,1,0,2,4,2,3,6,일,27.857142857142858,0.2,528.0,29.0,59.0,31.0,24.0,0.0,45.0,161.0,69.0,139.0,441.0,87.0,4.0,3.75,15.0,3.0,1.0,0.0,1053.0,0.054924242424242424,0.75,3.857142857142857
2026-08-17,15,0,0,34.583333333333336,12,3,2,1,1,0,2,4,2,3,0,월,25.714285714285715,0.2,378.0,22.0,42.0,17.0,45.0,0.0,40.0,119.0,43.0,72.0,312.0,66.0,2.0,4.5,9.0,2.0,0.0,0.0,939.7142857142857,0.0582010582010582,1.0,3.727272727272727
2026-08-18,15,0,0,34.583333333333336,12,3,2,1,1,0,2,4,2,3,1,화,23.571428571428573,0.2,434.0,22.0,54.0,31.0,30.0,0.0,43.0,140.0,42.0,94.0,365.0,69.0,4.0,4.0,16.0,3.0,1.0,0.0,845.7142857142857,0.05069124423963134,0.75,3.7857142857142856
2026-08-19,15,0,0,34.583333333333336,12,3,2,1,1,0,2,4,2,3,2,수,21.428571428571427,0.2,378.0,21.0,41.0,14.0,20.0,0.0,44.0,143.0,45.0,71.0,288.0,90.0,0.0,,0.0,0.0,0.0,0.0,751.8571428571429,0.05555555555555555,,3.7857142857142856
2026-08-20,15,0,15,34.583333333333336,12,3,2,1,1,0,2,4,2,3,3,목,19.285714285714285,0.2,400.0,20.0,40.0,63.0,14.0,0.0,43.0,107.0,46.0,87.0,342.0,58.0,2.0,4.0,8.0,1.0,1.0,0.0,662.4285714285714,0.05,0.5,3.8666666666666667
