date,active_events,new_events,active_brand,active_merchant,active_beauty,active_delivery,active_fashion,active_food,active_living,active_popup,active_stay,active_tech,weekday,weekday_ko,total_views,total_likes,views_beauty,views_delivery,views_fashion,views_food,views_living,views_popup,views_stay,views_tech,review_count,avg_rating,rating_sum,ma7_views,ma30_views,is_real_period,avg_rating_7d
2025-12-25,19,2,18,1,3,2,3,5,4,1,0,1,3,목,878.0,53.0,85.0,100.0,145.0,280.0,141.0,55.0,0.0,72.0,3.0,4.0,12.0,909.8571428571429,678.3,False,4.125
2025-12-26,19,1,18,1,2,2,3,6,4,1,0,1,4,금,1137.0,73.0,120.0,144.0,162.0,468.0,135.0,37.0,0.0,71.0,3.0,4.333333333333333,13.0,977.4285714285714,696.1666666666666,False,4.166666666666667
2025-12-27,19,0,18,1,2,2,3,6,4,1,0,1,5,토,1378.0,88.0,113.0,158.0,247.0,538.0,150.0,100.0,0.0,72.0,0.0,,0.0,991.7142857142857,726.9,False,4.235294117647059
2025-12-28,21,2,18,3,2,2,3,7,5,1,0,1,6,일,1395.0,91.0,111.0,81.0,195.0,713.0,190.0,64.0,0.0,41.0,3.0,3.6666666666666665,11.0,1015.2857142857143,746.2666666666667,False,4.125
2025-12-29,19,0,16,3,1,2,3,7,4,1,0,1,0,월,971.0,61.0,78.0,102.0,128.0,435.0,159.0,42.0,0.0,27.0,3.0,3.6666666666666665,11.0,1043.142857142857,743.7,False,3.933333333333333
2025-12-30,18,1,15,3,1,2,2,6,5,1,0,1,1,화,640.0,40.0,50.0,50.0,67.0,254.0,169.0,30.0,0.0,20.0,1.0,4.0,4.0,1030.0,743.0666666666667,False,3.933333333333333
2025-12-31,19,1,16,3,1,2,2,7,5,1,0,1,2,수,953.0,57.0,35.0,87.0,82.0,406.0,216.0,85.0,0.0,42.0,3.0,3.6666666666666665,11.0,1050.2857142857142,760.9666666666667,False,3.875
2026-01-01,19,0,16,3,1,2,2,7,5,1,0,1,3,목,843.0,51.0,38.0,75.0,54.0,413.0,176.0,30.0,0.0,57.0,4.0,4.25,17.0,1045.2857142857142,775.8666666666667,False,3.9411764705882355
2026-01-02,17,1,15,2,1,3,0,7,5,0,0,1,4,금,820.0,50.0,33.0,145.0,0.0,395.0,153.0,0.0,0.0,94.0,2.0,4.5,9.0,1000.0,781.3666666666667,False,3.9375
2026-01-03,16,0,14,2,1,3,0,7,4,0,0,1,5,토,901.0,58.0,40.0,127.0,0.0,513.0,181.0,0.0,0.0,40.0,4.0,3.75,15.0,931.8571428571429,789.3,False,3.9
2026-01-04,16,0,14,2,1,3,0,7,4,0,0,1,6,일,949.0,59.0,44.0,187.0,0.0,508.0,173.0,0.0,0.0,37.0,3.0,4.333333333333333,13.0,868.1428571428571,800.1333333333333,False,4.0
2026-01-05,16,1,14,2,1,3,0,8,3,0,0,1,0,월,620.0,41.0,30.0,85.0,0.0,400.0,83.0,0.0,0.0,22.0,2.0,4.0,8.0,818.0,804.2,False,4.052631578947368
2026-01-06,12,0,10,2,0,2,0,6,3,0,0,1,1,화,383.0,27.0,0.0,35.0,0.0,261.0,64.0,0.0,0.0,23.0,2.0,4.5,9.0,781.2857142857143,796.7666666666667,False,4.1
2026-01-07,13,1,11,2,0,2,0,6,3,0,1,1,2,수,429.0,27.0,0.0,83.0,0.0,229.0,62.0,0.0,39.0,16.0,1.0,5.0,5.0,706.4285714285714,796.7,False,4.222222222222222
2026-01-08,12,0,10,2,0,2,0,5,3,0,1,1,3,목,371.0,22.0,0.0,42.0,0.0,200.0,80.0,0.0,27.0,22.0,0.0,,0.0,639.0,797.0,False,4.214285714285714
2026-01-09,12,0,10,2,0,2,0,5,3,0,1,1,4,금,553.0,36.0,0.0,82.0,0.0,304.0,84.0,0.0,62.0,21.0,3.0,4.333333333333333,13.0,600.8571428571429,798.3666666666667,False,4.2
2026-01-10,12,1,10,2,0,1,0,5,3,0,2,1,5,토,662.0,41.0,0.0,39.0,0.0,316.0,89.0,0.0,189.0,29.0,3.0,4.333333333333333,13.0,566.7142857142857,798.0,False,4.357142857142857
2026-01-11,13,2,11,2,0,2,0,5,2,0,2,2,6,일,652.0,42.0,0.0,134.0,0.0,288.0,56.0,0.0,84.0,90.0,1.0,4.0,4.0,524.2857142857143,787.1333333333333,False,4.333333333333333
2026-01-12,13,1,10,3,0,2,0,4,2,0,3,2,0,월,492.0,28.0,0.0,59.0,0.0,178.0,39.0,0.0,114.0,102.0,2.0,3.5,7.0,506.0,776.6333333333333,False,4.25
2026-01-13,12,1,9,3,0,1,0,4,1,1,3,2,1,화,582.0,37.0,0.0,56.0,0.0,219.0,24.0,118.0,86.0,79.0,3.0,4.333333333333333,13.0,534.4285714285714,769.8,False,4.230769230769231
2026-01-14,15,3,12,3,1,1,0,6,1,1,3,2,2,수,715.0,45.0,66.0,72.0,0.0,360.0,21.0,47.0,92.0,57.0,4.0,4.25,17.0,575.2857142857143,778.1666666666666,False,4.1875
2026-01-15,12,0,9,3,1,1,0,4,1,1,3,1,3,목,522.0,35.0,70.0,70.0,0.0,207.0,28.0,43.0,73.0,31.0,1.0,5.0,5.0,596.8571428571429,780.7666666666667,False,4.235294117647059
2026-01-16,11,0,8,3,1,1,0,4,0,1,3,1,4,금,659.0,39.0,65.0,27.0,0.0,299.0,0.0,87.0,134.0,47.0,4.0,4.0,16.0,612.0,785.4,False,4.166666666666667
2026-01-17,12,1,9,3,1,1,0,5,0,1,3,1,5,토,784.0,45.0,122.0,75.0,0.0,351.0,0.0,89.0,104.0,43.0,3.0,4.666666666666667,14.0,629.4285714285714,792.6666666666666,False,4.222222222222222
2026-01-18,13,1,10,3,1,1,0,6,0,1,3,1,6,일,933.0,60.0,143.0,28.0,0.0,556.0,0.0,50.0,123.0,33.0,4.0,4.5,18.0,669.5714285714286,801.6333333333333,False,4.285714285714286
2026-01-19,14,1,11,3,1,1,0,6,0,1,4,1,0,월,563.0,36.0,34.0,14.0,0.0,330.0,0.0,44.0,112.0,29.0,4.0,4.0,16.0,679.7142857142857,777.8,False,4.304347826086956
2026-01-20,14,0,11,3,1,1,0,6,0,1,4,1,1,화,672.0,42.0,51.0,41.0,0.0,358.0,0.0,41.0,155.0,26.0,5.0,3.8,19.0,692.5714285714286,759.2,False,4.2
2026-01-21,14,0,11,3,1,1,0,6,0,1,4,1,2,수,572.0,37.0,62.0,24.0,0.0,323.0,0.0,21.0,124.0,18.0,2.0,3.5,7.0,672.1428571428571,752.4,False,4.130434782608695
2026-01-22,11,0,8,3,1,1,0,5,0,1,3,0,3,목,492.0,35.0,39.0,41.0,0.0,252.0,0.0,53.0,107.0,0.0,0.0,,0.0,667.8571428571429,744.4,False,4.090909090909091
2026-01-23,11,1,8,3,1,1,0,5,0,1,3,0,4,금,604.0,36.0,30.0,47.0,0.0,345.0,0.0,49.0,133.0,0.0,1.0,4.0,4.0,660.0,737.5,False,4.105263157894737
2026-01-24,12,1,9,3,1,1,1,5,0,1,3,0,5,토,904.0,54.0,85.0,51.0,149.0,441.0,0.0,52.0,126.0,0.0,2.0,4.5,9.0,677.1428571428571,738.3666666666667,False,4.055555555555555
2026-01-25,13,1,10,3,1,1,1,5,0,2,3,0,6,일,790.0,48.0,30.0,37.0,95.0,315.0,0.0,197.0,116.0,0.0,2.0,4.0,8.0,656.7142857142857,726.8,False,3.9375
2026-01-26,13,1,9,4,1,1,1,5,1,2,2,0,0,월,557.0,36.0,61.0,17.0,39.0,241.0,40.0,100.0,59.0,0.0,3.0,4.333333333333333,13.0,655.8571428571429,699.4333333333333,False,4.0
2026-01-27,13,1,9,4,1,0,1,5,1,2,3,0,1,화,438.0,24.0,25.0,0.0,44.0,141.0,37.0,83.0,108.0,0.0,2.0,4.0,8.0,622.4285714285714,667.5333333333333,False,4.083333333333333
2026-01-28,13,1,10,3,1,0,2,5,1,2,2,0,2,수,613.0,40.0,20.0,0.0,189.0,261.0,28.0,58.0,57.0,0.0,1.0,5.0,5.0,628.2857142857143,655.6,False,4.2727272727272725
2026-01-29,11,0,8,3,0,0,2,4,1,2,2,0,3,목,552.0,34.0,0.0,0.0,118.0,158.0,86.0,120.0,70.0,0.0,3.0,4.333333333333333,13.0,636.8571428571429,652.6666666666666,False,4.285714285714286
2026-01-30,12,2,9,3,0,0,2,3,1,4,2,0,4,금,759.0,44.0,0.0,0.0,98.0,149.0,56.0,376.0,80.0,0.0,2.0,5.0,10.0,659.0,646.2,False,4.4
2026-01-31,12,0,9,3,0,0,2,3,1,4,2,0,5,토,846.0,53.0,0.0,0.0,105.0,153.0,68.0,416.0,104.0,0.0,2.0,3.0,6.0,650.7142857142857,646.3,False,4.2
2026-02-01,12,0,9,3,0,0,2,3,1,4,2,0,6,일,813.0,56.0,0.0,0.0,114.0,132.0,43.0,445.0,79.0,0.0,2.0,4.0,8.0,654.0,646.0666666666667,False,4.2
2026-02-02,15,3,11,4,0,0,2,3,1,6,2,1,0,월,766.0,50.0,0.0,0.0,64.0,84.0,74.0,454.0,48.0,42.0,3.0,4.333333333333333,13.0,683.8571428571429,641.5666666666667,False,4.2
2026-02-03,14,1,11,3,0,0,2,2,1,5,3,1,1,화,721.0,41.0,0.0,0.0,56.0,66.0,19.0,328.0,213.0,39.0,1.0,3.0,3.0,724.2857142857143,633.9666666666667,False,4.142857142857143
2026-02-04,15,2,11,4,0,1,2,2,1,6,2,1,2,수,846.0,51.0,0.0,130.0,97.0,86.0,17.0,367.0,55.0,94.0,3.0,4.0,12.0,757.5714285714286,641.5,False,4.0625
2026-02-05,17,2,13,4,0,1,2,4,1,6,2,1,3,목,1185.0,72.0,0.0,210.0,80.0,320.0,68.0,358.0,119.0,30.0,4.0,4.25,17.0,848.0,668.2333333333333,False,4.0588235294117645
2026-02-06,17,0,13,4,0,1,2,4,1,6,2,1,4,금,1132.0,69.0,0.0,56.0,61.0,314.0,22.0,538.0,89.0,52.0,4.0,5.0,20.0,901.2857142857143,691.6666666666666,False,4.157894736842105
2026-02-07,16,0,12,4,0,1,2,4,1,6,1,1,5,토,1063.0,66.0,0.0,85.0,77.0,287.0,36.0,470.0,52.0,56.0,0.0,,0.0,932.2857142857143,714.7333333333333,False,4.294117647058823
2026-02-08,16,0,12,4,0,1,2,4,1,6,1,1,6,일,1001.0,65.0,0.0,49.0,60.0,249.0,28.0,483.0,86.0,46.0,1.0,4.0,4.0,959.1428571428571,729.6666666666666,False,4.3125
2026-02-09,15,1,11,4,0,1,1,3,1,6,1,2,0,월,682.0,45.0,0.0,61.0,17.0,169.0,29.0,259.0,42.0,105.0,1.0,3.0,3.0,947.1428571428571,730.3333333333334,False,4.214285714285714
2026-02-10,16,2,12,4,0,1,1,3,1,7,1,2,1,화,599.0,36.0,0.0,25.0,30.0,131.0,21.0,304.0,20.0,68.0,4.0,5.0,20.0,929.7142857142857,728.5666666666667,False,4.470588235294118
2026-02-11,16,1,12,4,0,1,1,3,1,6,1,3,2,수,656.0,39.0,0.0,54.0,23.0,112.0,31.0,275.0,20.0,141.0,3.0,3.3333333333333335,10.0,902.5714285714286,734.0333333333333,False,4.352941176470588
2026-02-12,20,5,17,3,1,2,3,4,0,6,1,3,3,목,997.0,59.0,60.0,113.0,241.0,250.0,0.0,216.0,36.0,81.0,4.0,4.25,17.0,875.7142857142857,747.8666666666667,False,4.352941176470588
2026-02-13,21,2,19,2,1,2,4,4,0,6,1,3,4,금,1293.0,80.0,109.0,117.0,277.0,285.0,0.0,317.0,26.0,162.0,6.0,4.0,24.0,898.7142857142857,767.1333333333333,False,4.105263157894737
2026-02-14,21,0,19,2,1,2,4,4,0,6,1,3,5,토,1462.0,89.0,90.0,120.0,315.0,377.0,0.0,398.0,52.0,110.0,2.0,3.5,7.0,955.7142857142857,798.4666666666667,False,4.0476190476190474
2026-02-15,20,0,19,1,1,2,4,4,0,5,1,3,6,일,1267.0,77.0,101.0,103.0,308.0,330.0,0.0,293.0,48.0,84.0,4.0,4.25,17.0,993.7142857142857,818.7333333333333,False,4.083333333333333
2026-02-16,19,1,18,1,1,2,4,3,0,5,1,3,0,월,993.0,65.0,56.0,120.0,148.0,152.0,0.0,419.0,21.0,77.0,2.0,4.5,9.0,1038.142857142857,825.7,False,4.16
2026-02-17,18,1,17,1,1,2,4,3,0,3,2,3,1,화,715.0,41.0,55.0,63.0,158.0,141.0,0.0,168.0,54.0,76.0,5.0,3.6,18.0,1054.7142857142858,818.4333333333333,False,3.923076923076923
2026-02-18,17,1,17,0,1,2,4,3,0,2,2,3,2,수,681.0,41.0,29.0,70.0,185.0,141.0,0.0,107.0,54.0,95.0,2.0,4.5,9.0,1058.2857142857142,822.3666666666667,False,4.04
2026-02-19,19,2,19,0,1,2,4,3,1,2,3,3,3,목,868.0,53.0,24.0,59.0,132.0,216.0,45.0,136.0,134.0,122.0,5.0,4.6,23.0,1039.857142857143,828.9,False,4.115384615384615
2026-02-20,20,1,20,0,1,2,4,3,1,2,3,4,4,금,957.0,49.0,31.0,66.0,182.0,176.0,65.0,101.0,177.0,159.0,0.0,,0.0,991.8571428571429,841.7333333333333,False,4.15
2026-02-21,22,3,22,0,3,3,4,2,1,2,3,4,5,토,1403.0,78.0,315.0,206.0,212.0,95.0,46.0,137.0,231.0,161.0,1.0,4.0,4.0,983.4285714285714,872.1,False,4.2105263157894735
2026-02-22,22,0,22,0,3,3,4,2,1,2,3,4,6,일,1088.0,55.0,231.0,139.0,149.0,94.0,83.0,102.0,129.0,161.0,1.0,4.0,4.0,957.8571428571429,888.2333333333333,False,4.1875
2026-02-23,22,2,22,0,3,3,3,2,1,2,4,4,0,월,858.0,50.0,208.0,89.0,109.0,94.0,32.0,89.0,134.0,103.0,2.0,4.0,8.0,938.5714285714286,886.7,False,4.125
2026-02-24,23,1,23,0,3,3,3,2,1,2,5,4,1,화,835.0,46.0,134.0,93.0,101.0,139.0,27.0,61.0,206.0,74.0,3.0,4.666666666666667,14.0,955.7142857142857,888.2,False,4.428571428571429
2026-02-25,23,0,23,0,3,3,3,2,1,2,5,4,2,수,1014.0,51.0,156.0,97.0,118.0,87.0,77.0,86.0,295.0,98.0,2.0,3.5,7.0,1003.2857142857143,903.4333333333333,False,4.285714285714286
2026-02-26,24,2,24,0,5,3,3,2,1,2,5,3,3,목,994.0,60.0,334.0,95.0,108.0,115.0,24.0,88.0,176.0,54.0,1.0,5.0,5.0,1021.2857142857143,921.9666666666667,False,4.2
2026-02-27,23,1,23,0,5,3,3,3,1,1,5,2,4,금,1199.0,72.0,296.0,78.0,138.0,271.0,26.0,111.0,215.0,64.0,1.0,4.0,4.0,1055.857142857143,941.5,False,4.181818181818182
2026-02-28,23,1,23,0,5,3,3,3,1,1,5,2,5,토,1390.0,76.0,292.0,115.0,208.0,344.0,32.0,72.0,259.0,68.0,2.0,4.0,8.0,1054.0,969.4333333333333,False,4.166666666666667
2026-03-01,22,0,22,0,5,3,3,3,1,1,4,2,6,일,1247.0,71.0,321.0,129.0,198.0,237.0,58.0,44.0,187.0,73.0,1.0,4.0,4.0,1076.7142857142858,985.7,False,4.166666666666667
2026-03-02,22,2,22,0,6,3,3,2,2,1,3,2,0,월,892.0,51.0,288.0,103.0,131.0,129.0,76.0,47.0,61.0,57.0,3.0,4.333333333333333,13.0,1081.5714285714287,987.2333333333333,False,4.230769230769231
2026-03-03,24,2,24,0,7,3,4,2,2,1,3,2,1,화,1015.0,57.0,424.0,91.0,160.0,67.0,83.0,46.0,77.0,67.0,3.0,4.333333333333333,13.0,1107.2857142857142,993.9666666666667,False,4.153846153846154
2026-03-04,24,0,24,0,7,3,4,2,2,1,3,2,2,수,899.0,50.0,304.0,81.0,144.0,109.0,61.0,66.0,76.0,58.0,5.0,4.6,23.0,1090.857142857143,998.4,False,4.375
2026-03-05,22,1,22,0,7,3,3,3,2,0,3,1,3,목,956.0,57.0,305.0,101.0,130.0,205.0,96.0,0.0,100.0,19.0,1.0,5.0,5.0,1085.4285714285713,1006.2333333333333,False,4.375
2026-03-06,22,2,22,0,7,3,3,3,2,0,3,1,4,금,1053.0,62.0,342.0,79.0,170.0,249.0,101.0,0.0,83.0,29.0,3.0,4.666666666666667,14.0,1064.5714285714287,1013.1333333333333,False,4.444444444444445
2026-03-07,21,0,21,0,7,2,3,3,2,0,3,1,5,토,1260.0,71.0,432.0,68.0,207.0,283.0,144.0,0.0,87.0,39.0,7.0,4.285714285714286,30.0,1046.0,1015.6333333333333,False,4.434782608695652
2026-03-08,23,2,22,1,8,2,3,3,2,0,4,1,6,일,1404.0,83.0,596.0,68.0,183.0,261.0,98.0,0.0,166.0,32.0,4.0,4.75,19.0,1068.4285714285713,1024.7,False,4.5
2026-03-09,24,2,22,2,8,2,3,4,2,1,4,0,0,월,1016.0,63.0,303.0,30.0,109.0,301.0,53.0,127.0,93.0,0.0,1.0,4.0,4.0,1086.142857142857,1023.1333333333333,False,4.5
2026-03-10,22,2,20,2,7,2,2,3,2,1,4,1,1,화,838.0,51.0,290.0,96.0,74.0,122.0,65.0,50.0,107.0,34.0,5.0,3.8,19.0,1060.857142857143,1017.7,False,4.384615384615385
2026-03-11,24,2,22,2,8,2,2,3,2,1,5,1,2,수,945.0,52.0,294.0,65.0,61.0,194.0,58.0,46.0,167.0,60.0,2.0,4.5,9.0,1067.4285714285713,1026.4666666666667,False,4.3478260869565215
2026-03-12,22,0,20,2,8,2,2,3,2,1,3,1,3,목,1100.0,62.0,485.0,60.0,72.0,196.0,82.0,50.0,113.0,42.0,1.0,4.0,4.0,1088.0,1043.1666666666667,False,4.304347826086956
2026-03-13,23,2,20,3,8,2,2,3,1,1,4,2,4,금,1212.0,75.0,381.0,110.0,80.0,206.0,39.0,59.0,215.0,122.0,5.0,4.0,20.0,1110.7142857142858,1061.7,False,4.2
2026-03-14,25,3,21,4,7,2,2,5,1,1,5,2,5,토,1548.0,95.0,337.0,90.0,75.0,553.0,64.0,86.0,210.0,133.0,7.0,4.0,28.0,1151.857142857143,1080.0666666666666,False,4.12
2026-03-15,24,1,20,4,6,1,2,5,1,1,6,2,6,일,1406.0,86.0,331.0,34.0,129.0,437.0,21.0,63.0,259.0,132.0,5.0,4.0,20.0,1152.142857142857,1083.8333333333333,False,4.0
2026-03-16,24,1,20,4,6,1,2,4,1,1,7,2,0,월,1042.0,63.0,218.0,14.0,84.0,326.0,19.0,34.0,249.0,98.0,0.0,,0.0,1155.857142857143,1069.8333333333333,False,4.0
2026-03-17,25,1,21,4,6,1,2,4,2,1,7,2,1,화,929.0,52.0,200.0,24.0,84.0,179.0,106.0,36.0,216.0,84.0,4.0,4.25,17.0,1168.857142857143,1058.5666666666666,False,4.083333333333333
2026-03-18,27,4,22,5,5,3,1,4,2,2,8,2,2,수,1004.0,56.0,148.0,181.0,51.0,147.0,70.0,155.0,202.0,50.0,2.0,4.0,8.0,1177.2857142857142,1058.9333333333334,False,4.041666666666667
2026-03-19,26,1,20,6,3,4,1,4,2,2,8,2,3,목,1141.0,61.0,137.0,343.0,24.0,162.0,57.0,92.0,219.0,107.0,2.0,4.0,8.0,1183.142857142857,1073.1333333333334,False,4.04
2026-03-20,25,0,19,6,3,4,1,4,2,2,7,2,4,금,1287.0,78.0,120.0,372.0,48.0,254.0,68.0,153.0,207.0,65.0,5.0,4.2,21.0,1193.857142857143,1093.3333333333333,False,4.08
2026-03-21,24,1,18,6,3,4,0,4,2,2,7,2,5,토,1421.0,74.0,151.0,235.0,0.0,256.0,273.0,117.0,323.0,66.0,2.0,4.5,9.0,1175.7142857142858,1111.7666666666667,False,4.15
2026-03-22,24,3,18,6,3,4,0,3,2,3,6,3,6,일,1329.0,74.0,205.0,213.0,0.0,157.0,102.0,217.0,280.0,155.0,3.0,4.0,12.0,1164.7142857142858,1124.1666666666667,False,4.166666666666667
2026-03-23,24,1,18,6,2,4,1,3,2,3,6,3,0,월,972.0,50.0,115.0,170.0,71.0,84.0,134.0,150.0,144.0,104.0,2.0,4.0,8.0,1154.7142857142858,1109.8,False,4.15
2026-03-24,24,1,18,6,1,4,2,3,2,3,6,3,1,화,899.0,54.0,63.0,114.0,193.0,111.0,70.0,107.0,172.0,69.0,8.0,4.375,35.0,1150.4285714285713,1103.5,False,4.208333333333333
2026-03-25,22,0,17,5,1,4,2,2,2,2,6,3,2,수,863.0,44.0,50.0,171.0,74.0,94.0,119.0,102.0,148.0,105.0,2.0,4.0,8.0,1130.2857142857142,1103.6666666666667,False,4.208333333333333
2026-03-26,21,1,16,5,1,3,3,2,2,2,6,2,3,목,976.0,56.0,56.0,179.0,193.0,120.0,59.0,135.0,130.0,104.0,0.0,,0.0,1106.7142857142858,1108.3666666666666,False,4.2272727272727275
2026-03-27,27,6,19,8,2,5,4,2,2,3,7,2,4,금,1581.0,87.0,174.0,324.0,366.0,125.0,89.0,198.0,235.0,70.0,5.0,4.4,22.0,1148.7142857142858,1127.2666666666667,False,4.2727272727272725
2026-03-28,30,3,22,8,2,5,5,3,2,4,7,2,5,토,2059.0,118.0,214.0,269.0,436.0,433.0,91.0,318.0,230.0,68.0,3.0,4.333333333333333,13.0,1239.857142857143,1162.7666666666667,False,4.260869565217392
2026-03-29,27,0,21,6,2,5,5,3,2,3,6,1,6,일,1537.0,89.0,126.0,199.0,402.0,242.0,70.0,279.0,178.0,41.0,4.0,3.75,15.0,1269.5714285714287,1174.0333333333333,False,4.208333333333333
2026-03-30,27,2,22,5,2,4,5,2,3,3,7,1,0,월,1195.0,69.0,83.0,144.0,240.0,144.0,182.0,126.0,238.0,38.0,2.0,4.0,8.0,1301.4285714285713,1167.5333333333333,False,4.208333333333333
2026-03-31,28,2,22,6,2,4,5,2,3,3,7,2,1,화,1223.0,72.0,99.0,177.0,218.0,126.0,128.0,180.0,198.0,97.0,3.0,4.666666666666667,14.0,1347.7142857142858,1166.7333333333333,False,4.2105263157894735
2026-04-01,29,2,23,6,2,4,5,2,2,4,7,3,2,수,1253.0,72.0,92.0,144.0,168.0,123.0,70.0,313.0,172.0,171.0,6.0,3.8333333333333335,23.0,1403.4285714285713,1178.7666666666667,False,4.130434782608695
2026-04-02,29,0,23,6,2,4,5,2,2,4,7,3,3,목,1137.0,60.0,109.0,145.0,187.0,95.0,72.0,220.0,190.0,119.0,2.0,4.0,8.0,1426.4285714285713,1182.8333333333333,False,4.12
2026-04-03,27,2,22,5,4,3,4,2,1,4,6,3,4,금,1495.0,82.0,352.0,134.0,128.0,148.0,114.0,252.0,217.0,150.0,1.0,4.0,4.0,1414.142857142857,1202.7,False,4.0476190476190474
2026-04-04,27,1,22,5,4,4,4,2,1,4,5,3,5,토,1516.0,84.0,265.0,228.0,228.0,188.0,118.0,186.0,170.0,133.0,2.0,3.5,7.0,1336.5714285714287,1221.3666666666666,False,3.95
2026-04-05,29,2,24,5,4,4,4,2,2,4,5,4,6,일,1464.0,81.0,250.0,181.0,208.0,115.0,128.0,219.0,155.0,208.0,5.0,3.8,19.0,1326.142857142857,1235.0666666666666,False,3.9523809523809526
2026-04-06,29,1,24,5,4,4,4,2,2,4,5,4,0,월,1096.0,59.0,187.0,138.0,151.0,67.0,128.0,128.0,160.0,137.0,4.0,4.25,17.0,1312.0,1229.6,False,4.0
2026-04-07,26,1,22,4,3,4,4,2,2,2,5,4,1,화,960.0,53.0,159.0,135.0,143.0,106.0,124.0,65.0,110.0,118.0,1.0,4.0,4.0,1274.4285714285713,1214.8,False,3.9047619047619047
2026-04-08,24,1,20,4,3,4,3,2,2,1,4,5,2,수,884.0,49.0,159.0,130.0,122.0,78.0,76.0,35.0,107.0,177.0,3.0,4.0,12.0,1221.7142857142858,1210.4,False,3.9444444444444446
2026-04-09,24,0,20,4,3,4,3,2,2,1,4,5,3,목,845.0,47.0,88.0,151.0,143.0,94.0,80.0,28.0,86.0,175.0,0.0,,0.0,1180.0,1210.6333333333334,False,3.9375
2026-04-10,21,0,17,4,3,4,3,2,1,1,2,5,4,금,959.0,51.0,128.0,170.0,98.0,133.0,71.0,102.0,45.0,212.0,6.0,4.666666666666667,28.0,1103.4285714285713,1211.1,False,4.142857142857143
2026-04-11,24,3,20,4,3,4,3,2,2,1,4,5,5,토,1306.0,69.0,164.0,176.0,177.0,114.0,194.0,53.0,227.0,201.0,3.0,4.333333333333333,13.0,1073.4285714285713,1217.9666666666667,False,4.2272727272727275
2026-04-12,21,0,17,4,3,4,2,2,2,1,4,3,6,일,1141.0,61.0,175.0,159.0,67.0,107.0,178.0,82.0,226.0,147.0,1.0,4.0,4.0,1027.2857142857142,1215.6,False,4.333333333333333
2026-04-13,18,0,15,3,3,4,1,1,2,1,3,3,0,월,629.0,33.0,125.0,123.0,31.0,44.0,72.0,30.0,131.0,73.0,2.0,4.5,9.0,960.5714285714286,1184.9666666666667,False,4.375
2026-04-14,17,0,14,3,3,4,1,0,2,1,3,3,1,화,465.0,22.0,105.0,68.0,20.0,0.0,53.0,25.0,114.0,80.0,4.0,3.75,15.0,889.8571428571429,1153.6,False,4.2631578947368425
2026-04-15,15,0,14,1,3,3,1,0,2,1,3,2,2,수,459.0,23.0,105.0,77.0,23.0,0.0,53.0,41.0,97.0,63.0,1.0,4.0,4.0,829.1428571428571,1134.1666666666667,False,4.294117647058823
2026-04-16,14,1,13,1,3,3,1,0,2,1,2,2,3,목,562.0,29.0,118.0,112.0,111.0,0.0,48.0,50.0,74.0,49.0,2.0,3.5,7.0,788.7142857142857,1121.9333333333334,False,4.2105263157894735
2026-04-17,14,1,12,2,3,3,1,0,2,0,2,3,4,금,629.0,32.0,141.0,102.0,110.0,0.0,91.0,0.0,72.0,113.0,1.0,5.0,5.0,741.5714285714286,1109.4333333333334,False,4.071428571428571
2026-04-18,14,1,12,2,3,3,1,0,2,0,2,3,5,토,808.0,37.0,121.0,301.0,121.0,0.0,87.0,0.0,69.0,109.0,2.0,4.5,9.0,670.4285714285714,1098.3333333333333,False,4.076923076923077
2026-04-19,15,3,13,2,2,3,2,0,2,1,2,3,6,일,874.0,46.0,96.0,204.0,171.0,0.0,66.0,136.0,63.0,138.0,2.0,3.5,7.0,632.2857142857143,1084.5666666666666,False,4.0
2026-04-20,15,1,13,2,3,3,2,0,1,1,2,3,0,월,552.0,32.0,127.0,90.0,113.0,0.0,32.0,90.0,34.0,66.0,4.0,3.75,15.0,621.2857142857143,1055.6,False,3.875
2026-04-21,14,1,12,2,2,3,2,0,2,1,2,2,1,화,502.0,28.0,53.0,74.0,107.0,0.0,67.0,73.0,50.0,78.0,0.0,,0.0,626.5714285714286,1028.0333333333333,False,3.9166666666666665
2026-04-22,14,2,12,2,3,3,2,0,2,1,1,2,2,수,585.0,34.0,150.0,111.0,101.0,0.0,110.0,41.0,31.0,41.0,3.0,4.333333333333333,13.0,644.5714285714286,1015.1333333333333,False,4.0
2026-04-23,15,1,13,2,3,3,2,1,2,1,1,2,3,목,746.0,44.0,227.0,105.0,87.0,59.0,141.0,41.0,23.0,63.0,2.0,3.5,7.0,670.8571428571429,1010.0333333333333,False,4.0
2026-04-24,15,0,13,2,3,3,2,1,2,1,1,2,4,금,818.0,44.0,192.0,75.0,140.0,172.0,129.0,31.0,28.0,51.0,0.0,,0.0,697.8571428571429,1008.5333333333333,False,3.923076923076923
2026-04-25,17,2,15,2,3,4,2,1,2,1,2,2,5,토,1179.0,69.0,297.0,247.0,175.0,132.0,109.0,59.0,96.0,64.0,2.0,4.5,9.0,750.8571428571429,1015.3,False,3.923076923076923
2026-04-26,17,0,15,2,3,4,2,1,2,1,2,2,6,일,911.0,49.0,144.0,203.0,161.0,63.0,126.0,42.0,128.0,44.0,1.0,4.0,4.0,756.1428571428571,992.9666666666667,False,4.0
2026-04-27,17,1,15,2,3,3,3,1,2,1,2,2,0,월,574.0,30.0,119.0,96.0,116.0,30.0,53.0,33.0,83.0,44.0,1.0,4.0,4.0,759.2857142857143,943.4666666666667,False,4.111111111111111
