id,category,category_ko,brand,merchant_type,title,discount_raw,discount_pct,discount_type,period_raw,period_start,period_end,duration_days,is_real
s0172,beauty,뷰티,닥터자르트,브랜드,닥터자르트 프로모션,50% OFF,50.0,percent,2026.03.08 - 2026.03.22,2026-03-08,2026-03-22,15,False
s0173,popup,팝업,성수 로컬 소품샵,브랜드,성수 로컬 소품샵 프로모션,20% OFF,20.0,percent,2026.03.09 - 2026.03.24,2026-03-09,2026-03-24,16,False
s0174,food,푸드,Compose Coffee,소상공인,Compose Coffee 프로모션,방문 인증 시 사은품,,other,2026.03.09 - 2026.03.24,2026-03-09,2026-03-24,16,False
s0176,delivery,딜리버리,교촌치킨,브랜드,교촌치킨 프로모션,10% OFF,10.0,percent,2026.03.10 - 2026.03.25,2026-03-10,2026-03-25,16,False
s0175,tech,테크,보스,브랜드,보스 프로모션,50% OFF,50.0,percent,2026.03.10 - 2026.03.25,2026-03-10,2026-03-25,16,False
s0177,stay,스테이,신라스테이,브랜드,신라스테이 프로모션,40% OFF,40.0,percent,2026.03.11 - 2026.03.21,2026-03-11,2026-03-21,11,False
s0178,beauty,뷰티,Tonymoly,브랜드,Tonymoly 프로모션,40% OFF,40.0,percent,2026.03.11 - 2026.03.21,2026-03-11,2026-03-21,11,False
s0179,stay,스테이,조선호텔,소상공인,조선호텔 프로모션,55% OFF,55.0,percent,2026.03.13 - 2026.03.28,2026-03-13,2026-03-28,16,False
s0180,tech,테크,Anker,브랜드,Anker 프로모션,40% OFF,40.0,percent,2026.03.13 - 2026.03.28,2026-03-13,2026-03-28,16,False
s0181,stay,스테이,Expedia,소상공인,Expedia 프로모션,45% OFF,45.0,percent,2026.03.14 - 2026.04.03,2026-03-14,2026-04-03,21,False
s0182,food,푸드,GS25,브랜드,GS25 프로모션,65% OFF,65.0,percent,2026.03.14 - 2026.04.13,2026-03-14,2026-04-13,31,False
s0183,food,푸드,세븐일레븐,브랜드,세븐일레븐 프로모션,2+1,,bundle,2026.03.14 - 2026.03.29,2026-03-14,2026-03-29,16,False
s0184,stay,스테이,소노벨,브랜드,소노벨 프로모션,40% OFF,40.0,percent,2026.03.15 - 2026.04.09,2026-03-15,2026-04-09,26,False
s0185,stay,스테이,Hotels.com,브랜드,Hotels.com 프로모션,30% OFF,30.0,percent,2026.03.16 - 2026.03.30,2026-03-16,2026-03-30,15,False
s0186,living,리빙,IKEA,브랜드,IKEA 프로모션,30% OFF,30.0,percent,2026.03.17 - 2026.04.02,2026-03-17,2026-04-02,17,False
s0190,delivery,딜리버리,쿠팡이츠,브랜드,쿠팡이츠 프로모션,65% OFF,65.0,percent,2026.03.18 - 2026.04.17,2026-03-18,2026-04-17,31,False
s0189,delivery,딜리버리,각지역 소상공인 배달,브랜드,각지역 소상공인 배달 프로모션,30% OFF,30.0,percent,2026.03.18 - 2026.04.02,2026-03-18,2026-04-02,16,False
s0187,stay,스테이,아고다,브랜드,아고다 프로모션,40% OFF,40.0,percent,2026.03.18 - 2026.04.07,2026-03-18,2026-04-07,21,False
s0188,popup,팝업,젠틀몬스터,소상공인,젠틀몬스터 프로모션,방문 인증 시 사은품,,other,2026.03.18 - 2026.03.28,2026-03-18,2026-03-28,11,False
s0191,delivery,딜리버리,위메프오,소상공인,위메프오 프로모션,45% OFF,45.0,percent,2026.03.19 - 2026.03.29,2026-03-19,2026-03-29,11,False
s0192,living,리빙,Nitori,브랜드,Nitori 프로모션,60% OFF,60.0,percent,2026.03.21 - 2026.03.31,2026-03-21,2026-03-31,11,False
s0193,beauty,뷰티,Missha,브랜드,Missha 프로모션,30% OFF,30.0,percent,2026.03.22 - 2026.04.05,2026-03-22,2026-04-05,15,False
s0194,popup,팝업,아디다스 오리지널스,브랜드,아디다스 오리지널스 프로모션,25% OFF,25.0,percent,2026.03.22 - 2026.04.06,2026-03-22,2026-04-06,16,False
s0195,tech,테크,Samsung,브랜드,Samsung 프로모션,방문 인증 시 사은품,,other,2026.03.22 - 2026.04.11,2026-03-22,2026-04-11,21,False
s0196,fashion,패션,MANGO,브랜드,MANGO 프로모션,25% OFF,25.0,percent,2026.03.23 - 2026.04.02,2026-03-23,2026-04-02,11,False
s0197,fashion,패션,커버낫,브랜드,커버낫 프로모션,2+1,,bundle,2026.03.24 - 2026.04.07,2026-03-24,2026-04-07,15,False
s0198,fashion,패션,반스,브랜드,반스 프로모션,15% OFF,15.0,percent,2026.03.26 - 2026.04.15,2026-03-26,2026-04-15,21,False
s0203,popup,팝업,다이슨,소상공인,다이슨 프로모션,방문 인증 시 사은품,,other,2026.03.27 - 2026.04.06,2026-03-27,2026-04-06,11,False
s0204,stay,스테이,조선호텔,소상공인,조선호텔 프로모션,35% OFF,35.0,percent,2026.03.27 - 2026.04.12,2026-03-27,2026-04-12,17,False
s0202,delivery,딜리버리,쿠팡이츠,브랜드,쿠팡이츠 프로모션,25% OFF,25.0,percent,2026.03.27 - 2026.04.26,2026-03-27,2026-04-26,31,False
s0201,beauty,뷰티,Nature Republic,브랜드,Nature Republic 프로모션,60% OFF,60.0,percent,2026.03.27 - 2026.04.06,2026-03-27,2026-04-06,11,False
s0200,fashion,패션,반스,브랜드,반스 프로모션,50% OFF,50.0,percent,2026.03.27 - 2026.04.12,2026-03-27,2026-04-12,17,False
s0199,delivery,딜리버리,전주맛배달,소상공인,전주맛배달 프로모션,30% OFF,30.0,percent,2026.03.27 - 2026.04.06,2026-03-27,2026-04-06,11,False
s0205,popup,팝업,여의도 러닝 팝업,브랜드,여의도 러닝 팝업 프로모션,45% OFF,45.0,percent,2026.03.28 - 2026.04.07,2026-03-28,2026-04-07,11,False
s0206,food,푸드,Compose Coffee,브랜드,Compose Coffee 프로모션,35% OFF,35.0,percent,2026.03.28 - 2026.04.12,2026-03-28,2026-04-12,16,False
s0207,fashion,패션,MANGO,브랜드,MANGO 프로모션,2+1,,bundle,2026.03.28 - 2026.04.11,2026-03-28,2026-04-11,15,False
s0208,stay,스테이,부킹닷컴,브랜드,부킹닷컴 프로모션,40% OFF,40.0,percent,2026.03.30 - 2026.04.09,2026-03-30,2026-04-09,11,False
s0209,living,리빙,현대리바트,브랜드,현대리바트 프로모션,65% OFF,65.0,percent,2026.03.30 - 2026.04.09,2026-03-30,2026-04-09,11,False
s0210,tech,테크,LG전자,소상공인,LG전자 프로모션,50% OFF,50.0,percent,2026.03.31 - 2026.04.14,2026-03-31,2026-04-14,15,False
s0211,stay,스테이,아고다,브랜드,아고다 프로모션,40% OFF,40.0,percent,2026.03.31 - 2026.04.15,2026-03-31,2026-04-15,16,False
s0212,popup,팝업,이태원 글로벌 푸드팝업,브랜드,이태원 글로벌 푸드팝업 프로모션,방문 인증 시 사은품,,other,2026.04.01 - 2026.04.16,2026-04-01,2026-04-16,16,False
s0213,tech,테크,필립스,브랜드,필립스 프로모션,70% OFF,70.0,percent,2026.04.01 - 2026.04.11,2026-04-01,2026-04-11,11,False
s0215,beauty,뷰티,Clio,브랜드,Clio 프로모션,40% OFF,40.0,percent,2026.04.03 - 2026.04.18,2026-04-03,2026-04-18,16,False
s0214,beauty,뷰티,아누아,브랜드,아누아 프로모션,25% OFF,25.0,percent,2026.04.03 - 2026.05.03,2026-04-03,2026-05-03,31,False
s0216,delivery,딜리버리,굽네치킨,소상공인,굽네치킨 프로모션,30% OFF,30.0,percent,2026.04.04 - 2026.04.14,2026-04-04,2026-04-14,11,False
s0217,tech,테크,Samsung,브랜드,Samsung 프로모션,15% OFF,15.0,percent,2026.04.05 - 2026.04.20,2026-04-05,2026-04-20,16,False
s0218,living,리빙,코웨이,브랜드,코웨이 프로모션,55% OFF,55.0,percent,2026.04.05 - 2026.04.19,2026-04-05,2026-04-19,15,False
s0219,beauty,뷰티,토니모리,브랜드,토니모리 프로모션,25% OFF,25.0,percent,2026.04.06 - 2026.04.20,2026-04-06,2026-04-20,15,False
s0220,delivery,딜리버리,bhc치킨,소상공인,bhc치킨 프로모션,1+1,,bundle,2026.04.07 - 2026.05.07,2026-04-07,2026-05-07,31,False
s0221,tech,테크,로지텍,브랜드,로지텍 프로모션,방문 인증 시 사은품,,other,2026.04.08 - 2026.04.18,2026-04-08,2026-04-18,11,False
s0222,living,리빙,코웨이,브랜드,코웨이 프로모션,1+1,,bundle,2026.04.11 - 2026.04.21,2026-04-11,2026-04-21,11,False
s0223,stay,스테이,Agoda,브랜드,Agoda 프로모션,30% OFF,30.0,percent,2026.04.11 - 2026.04.21,2026-04-11,2026-04-21,11,False
s0224,stay,스테이,여기어때,브랜드,여기어때 프로모션,60% OFF,60.0,percent,2026.04.11 - 2026.05.01,2026-04-11,2026-05-01,21,False
s0225,fashion,패션,스파오,브랜드,스파오 프로모션,45% OFF,45.0,percent,2026.04.16 - 2026.05.02,2026-04-16,2026-05-02,17,False
s0226,tech,테크,Logitech,소상공인,Logitech 프로모션,15% OFF,15.0,percent,2026.04.17 - 2026.05.03,2026-04-17,2026-05-03,17,False
s0227,delivery,딜리버리,전주맛배달,브랜드,전주맛배달 프로모션,40% OFF,40.0,percent,2026.04.18 - 2026.05.04,2026-04-18,2026-05-04,17,False
s0230,popup,팝업,무신사 스탠다드,브랜드,무신사 스탠다드 프로모션,2+1,,bundle,2026.04.19 - 2026.05.03,2026-04-19,2026-05-03,15,False
s0228,tech,테크,소니,브랜드,소니 프로모션,15% OFF,15.0,percent,2026.04.19 - 2026.04.29,2026-04-19,2026-04-29,11,False
s0229,fashion,패션,챔피온,브랜드,챔피온 프로모션,50% OFF,50.0,percent,2026.04.19 - 2026.05.03,2026-04-19,2026-05-03,15,False
s0231,beauty,뷰티,The Face Shop,브랜드,The Face Shop 프로모션,1+1,,bundle,2026.04.20 - 2026.05.10,2026-04-20,2026-05-10,21,False
s0232,living,리빙,무인양품,브랜드,무인양품 프로모션,60% OFF,60.0,percent,2026.04.21 - 2026.05.07,2026-04-21,2026-05-07,17,False
s0233,beauty,뷰티,아누아,브랜드,아누아 프로모션,2+1,,bundle,2026.04.22 - 2026.05.07,2026-04-22,2026-05-07,16,False
s0234,living,리빙,이케아,브랜드,이케아 프로모션,45% OFF,45.0,percent,2026.04.22 - 2026.05.07,2026-04-22,2026-05-07,16,False
s0235,food,푸드,이마트에브리데이,브랜드,이마트에브리데이 프로모션,20% OFF,20.0,percent,2026.04.23 - 2026.05.03,2026-04-23,2026-05-03,11,False
s0236,delivery,딜리버리,Mister Pizza,브랜드,Mister Pizza 프로모션,25% OFF,25.0,percent,2026.04.25 - 2026.05.11,2026-04-25,2026-05-11,17,False
s0237,stay,스테이,부킹닷컴,브랜드,부킹닷컴 프로모션,35% OFF,35.0,percent,2026.04.25 - 2026.05.10,2026-04-25,2026-05-10,16,False
s0238,fashion,패션,Nike,브랜드,Nike 프로모션,30% OFF,30.0,percent,2026.04.27 - 2026.05.13,2026-04-27,2026-05-13,17,False
s0239,stay,스테이,Agoda,브랜드,Agoda 프로모션,40% OFF,40.0,percent,2026.04.28 - 2026.05.28,2026-04-28,2026-05-28,31,False
s0240,tech,테크,Bose,브랜드,Bose 프로모션,45% OFF,45.0,percent,2026.04.29 - 2026.05.13,2026-04-29,2026-05-13,15,False
s0241,beauty,뷰티,클리오,브랜드,클리오 프로모션,55% OFF,55.0,percent,2026.04.30 - 2026.05.16,2026-04-30,2026-05-16,17,False
e070,living,리빙,코웨이,브랜드,웰컴 홈 스타일링 프로모션,30% OFF,30.0,percent,2026.05.01 - 2026.05.16,2026-05-01,2026-05-16,16,True
e069,living,리빙,Casper,브랜드,미니멀 라이프 캠페인,40% OFF,40.0,percent,2026.05.01 - 2026.05.11,2026-05-01,2026-05-11,11,True
e026,food,푸드,A Twosome Place,브랜드,시즌 음료 프로모션,20% OFF,20.0,percent,2026.05.01 - 2026.05.16,2026-05-01,2026-05-16,16,True
e059,stay,스테이,Expedia,브랜드,장기 숙박 할인 이벤트,45% OFF,45.0,percent,2026.05.02 - 2026.05.12,2026-05-02,2026-05-12,11,True
e050,delivery,딜리버리,굽네치킨,브랜드,단골 고객 감사 프로모션,35% OFF,35.0,percent,2026.05.02 - 2026.05.17,2026-05-02,2026-05-17,16,True
e040,tech,테크,Anker,브랜드,액세서리 번들 할인전,40% OFF,40.0,percent,2026.05.03 - 2026.05.18,2026-05-03,2026-05-18,16,True
e039,tech,테크,Logitech,브랜드,오디오 사운드 페스타,50% OFF,50.0,percent,2026.05.03 - 2026.05.13,2026-05-03,2026-05-13,11,True
e028,food,푸드,Mega Coffee,브랜드,디저트 페스타,최대 60% OFF,60.0,percent,2026.05.03 - 2026.05.28,2026-05-03,2026-05-28,26,True
e010,fashion,패션,Levi's,브랜드,스트릿 무드 특가전,45% OFF,45.0,percent,2026.05.04 - 2026.05.19,2026-05-04,2026-05-19,16,True
e011,beauty,뷰티,MAC,브랜드,글로우 뷰티 위크,35% OFF,35.0,percent,2026.05.04 - 2026.05.14,2026-05-04,2026-05-14,11,True
e051,stay,스테이,야놀자,소상공인,얼리버드 예약 특가,35% OFF,35.0,percent,2026.05.04 - 2026.05.14,2026-05-04,2026-05-14,11,True
e017,beauty,뷰티,Nature Republic,브랜드,스킨케어 리추얼 프로모션,25% OFF,25.0,percent,2026.05.04 - 2026.05.24,2026-05-04,2026-05-24,21,True
e061,living,리빙,IKEA,브랜드,홈코디 리뉴얼 위크,40% OFF,40.0,percent,2026.05.05 - 2026.05.15,2026-05-05,2026-05-15,11,True
e001,fashion,패션,ZARA,브랜드,시즌 오프 세일,40% OFF,40.0,percent,2026.05.05 - 2026.05.15,2026-05-05,2026-05-15,11,True
e041,delivery,딜리버리,배달의민족,브랜드,첫 주문 할인 쿠폰,45% OFF,45.0,percent,2026.05.06 - 2026.05.16,2026-05-06,2026-05-16,11,True
e009,fashion,패션,New Balance,소상공인,클로짓 리프레시 이벤트,최대 70% OFF,70.0,percent,2026.05.06 - 2026.05.16,2026-05-06,2026-05-16,11,True
e060,stay,스테이,Trip.com,브랜드,국내외 숙소 특가 위크,1+1,,bundle,2026.05.06 - 2026.05.21,2026-05-06,2026-05-21,16,True
e020,beauty,뷰티,Tonymoly,브랜드,메이크업 앳홈 이벤트,1+1,,bundle,2026.05.06 - 2026.05.21,2026-05-06,2026-05-21,16,True
e042,delivery,딜리버리,요기요,브랜드,런치 타임 특가,40% OFF,40.0,percent,2026.05.07 - 2026.05.22,2026-05-07,2026-05-22,16,True
e031,tech,테크,Samsung,브랜드,신제품 런칭 프로모션,1+1,,bundle,2026.05.08 - 2026.05.18,2026-05-08,2026-05-18,11,True
e062,living,리빙,무인양품,브랜드,침구 & 매트리스 특가전,45% OFF,45.0,percent,2026.05.08 - 2026.05.23,2026-05-08,2026-05-23,16,True
e002,fashion,패션,Nike,소상공인,위크엔드 스타일 위크,45% OFF,45.0,percent,2026.05.08 - 2026.05.23,2026-05-08,2026-05-23,16,True
e029,food,푸드,Compose Coffee,브랜드,모닝 세트 스페셜,30% OFF,30.0,percent,2026.05.09 - 2026.05.19,2026-05-09,2026-05-19,11,True
e032,tech,테크,Apple,브랜드,보상판매 업그레이드 이벤트,50% OFF,50.0,percent,2026.05.09 - 2026.05.24,2026-05-09,2026-05-24,16,True
e052,stay,스테이,Agoda,브랜드,여름휴가 프로모션,50% OFF,50.0,percent,2026.05.09 - 2026.05.24,2026-05-09,2026-05-24,16,True
e021,food,푸드,Starbucks,브랜드,시즌 음료 프로모션,최대 70% OFF,70.0,percent,2026.05.10 - 2026.05.20,2026-05-10,2026-05-20,11,True
e043,delivery,딜리버리,쿠팡이츠,브랜드,주말 배달비 무료 이벤트,50% OFF,50.0,percent,2026.05.11 - 2026.05.31,2026-05-11,2026-05-31,21,True
e003,fashion,패션,MANGO,브랜드,뉴 아라이벌 컬렉션,1+1,,bundle,2026.05.12 - 2026.06.01,2026-05-12,2026-06-01,21,True
e063,living,리빙,현대리바트,브랜드,수납가구 할인 이벤트,1+1,,bundle,2026.05.12 - 2026.06.01,2026-05-12,2026-06-01,21,True
e030,food,푸드,Domino's Pizza,소상공인,여름 시원 메뉴 이벤트,35% OFF,35.0,percent,2026.05.12 - 2026.05.27,2026-05-12,2026-05-27,16,True
e012,beauty,뷰티,Innisfree,브랜드,스킨케어 리추얼 프로모션,20% OFF,20.0,percent,2026.05.13 - 2026.05.28,2026-05-13,2026-05-28,16,True
e004,fashion,패션,H&M,브랜드,클로짓 리프레시 이벤트,50% OFF,50.0,percent,2026.05.13 - 2026.06.07,2026-05-13,2026-06-07,26,True
e064,living,리빙,에이스침대,브랜드,미니멀 라이프 캠페인,최대 60% OFF,60.0,percent,2026.05.15 - 2026.06.09,2026-05-15,2026-06-09,26,True
e014,beauty,뷰티,Etude,브랜드,클린 뷰티 캠페인,최대 60% OFF,60.0,percent,2026.05.15 - 2026.06.09,2026-05-15,2026-06-09,26,True
e013,beauty,뷰티,Sulwhasoo,브랜드,베스트셀러 특가전,25% OFF,25.0,percent,2026.05.16 - 2026.06.05,2026-05-16,2026-06-05,21,True
e034,tech,테크,Xiaomi,브랜드,오디오 사운드 페스타,최대 70% OFF,70.0,percent,2026.05.16 - 2026.06.10,2026-05-16,2026-06-10,26,True
e035,tech,테크,Sony,브랜드,액세서리 번들 할인전,최대 60% OFF,60.0,percent,2026.05.17 - 2026.05.27,2026-05-17,2026-05-27,11,True
e053,stay,스테이,Booking.com,브랜드,주말 스테이케이션 할인,35% OFF,35.0,percent,2026.05.18 - 2026.06.07,2026-05-18,2026-06-07,21,True
e022,food,푸드,Baskin Robbins,브랜드,베이커리 위크 할인전,45% OFF,45.0,percent,2026.05.18 - 2026.06.02,2026-05-18,2026-06-02,16,True
e055,stay,스테이,Airbnb,브랜드,국내외 숙소 특가 위크,20% OFF,20.0,percent,2026.05.19 - 2026.05.29,2026-05-19,2026-05-29,11,True
e005,fashion,패션,adidas,브랜드,스트릿 무드 특가전,20% OFF,20.0,percent,2026.05.19 - 2026.05.29,2026-05-19,2026-05-29,11,True
e056,stay,스테이,여기어때,브랜드,얼리버드 예약 특가,최대 70% OFF,70.0,percent,2026.05.20 - 2026.06.04,2026-05-20,2026-06-04,16,True
e054,stay,스테이,Hotels.com,브랜드,장기 숙박 할인 이벤트,35% OFF,35.0,percent,2026.05.20 - 2026.06.14,2026-05-20,2026-06-14,26,True
e036,tech,테크,Dyson,브랜드,신제품 런칭 프로모션,20% OFF,20.0,percent,2026.05.21 - 2026.06.05,2026-05-21,2026-06-05,16,True
e006,fashion,패션,GUESS,브랜드,시즌 오프 세일,20% OFF,20.0,percent,2026.05.21 - 2026.06.05,2026-05-21,2026-06-05,16,True
e023,food,푸드,Paris Baguette,소상공인,디저트 페스타,50% OFF,50.0,percent,2026.05.21 - 2026.06.10,2026-05-21,2026-06-10,21,True
e067,living,리빙,한샘,브랜드,침구 & 매트리스 특가전,최대 60% OFF,60.0,percent,2026.05.21 - 2026.06.10,2026-05-21,2026-06-10,21,True
e033,tech,테크,LG Electronics,브랜드,홈 가전 리프레시 위크,50% OFF,50.0,percent,2026.05.21 - 2026.06.10,2026-05-21,2026-06-10,21,True
e065,living,리빙,Zara Home,소상공인,웰컴 홈 스타일링 프로모션,35% OFF,35.0,percent,2026.05.22 - 2026.06.01,2026-05-22,2026-06-01,11,True
e066,living,리빙,Nitori,브랜드,홈코디 리뉴얼 위크,25% OFF,25.0,percent,2026.05.22 - 2026.06.06,2026-05-22,2026-06-06,16,True
e045,delivery,딜리버리,Pizza Hut,브랜드,단골 고객 감사 프로모션,35% OFF,35.0,percent,2026.05.22 - 2026.06.01,2026-05-22,2026-06-01,11,True
e016,beauty,뷰티,Laneige,소상공인,글로우 뷰티 위크,30% OFF,30.0,percent,2026.05.23 - 2026.06.07,2026-05-23,2026-06-07,16,True
e037,tech,테크,Bose,소상공인,보상판매 업그레이드 이벤트,20% OFF,20.0,percent,2026.05.23 - 2026.06.12,2026-05-23,2026-06-12,21,True
e044,delivery,딜리버리,Domino's Pizza,소상공인,신메뉴 출시 기념 할인,1+1,,bundle,2026.05.24 - 2026.06.18,2026-05-24,2026-06-18,26,True
e047,delivery,딜리버리,bhc치킨,브랜드,런치 타임 특가,25% OFF,25.0,percent,2026.05.24 - 2026.06.13,2026-05-24,2026-06-13,21,True
e024,food,푸드,Tous les Jours,브랜드,모닝 세트 스페셜,1+1,,bundle,2026.05.24 - 2026.06.18,2026-05-24,2026-06-18,26,True
e025,food,푸드,Ediya Coffee,브랜드,여름 시원 메뉴 이벤트,50% OFF,50.0,percent,2026.05.25 - 2026.06.04,2026-05-25,2026-06-04,11,True
e038,tech,테크,JBL,브랜드,홈 가전 리프레시 위크,20% OFF,20.0,percent,2026.05.25 - 2026.06.19,2026-05-25,2026-06-19,26,True
e007,fashion,패션,Uniqlo,브랜드,위크엔드 스타일 위크,30% OFF,30.0,percent,2026.05.25 - 2026.06.14,2026-05-25,2026-06-14,21,True
e015,beauty,뷰티,The Face Shop,브랜드,메이크업 앳홈 이벤트,1+1,,bundle,2026.05.26 - 2026.06.05,2026-05-26,2026-06-05,11,True
e048,delivery,딜리버리,교촌치킨,브랜드,주말 배달비 무료 이벤트,25% OFF,25.0,percent,2026.05.26 - 2026.06.20,2026-05-26,2026-06-20,26,True
e057,stay,스테이,Marriott,브랜드,여름휴가 프로모션,40% OFF,40.0,percent,2026.05.27 - 2026.06.16,2026-05-27,2026-06-16,21,True
e046,delivery,딜리버리,Mister Pizza,브랜드,첫 주문 할인 쿠폰,1+1,,bundle,2026.05.28 - 2026.06.12,2026-05-28,2026-06-12,16,True
e058,stay,스테이,Hilton,소상공인,주말 스테이케이션 할인,35% OFF,35.0,percent,2026.05.28 - 2026.06.22,2026-05-28,2026-06-22,26,True
e068,living,리빙,Tempur,브랜드,수납가구 할인 이벤트,35% OFF,35.0,percent,2026.05.28 - 2026.06.22,2026-05-28,2026-06-22,26,True
e018,beauty,뷰티,Missha,브랜드,베스트셀러 특가전,35% OFF,35.0,percent,2026.05.28 - 2026.06.22,2026-05-28,2026-06-22,26,True
e049,delivery,딜리버리,네네치킨,브랜드,신메뉴 출시 기념 할인,30% OFF,30.0,percent,2026.05.29 - 2026.06.08,2026-05-29,2026-06-08,11,True
e019,beauty,뷰티,Clio,브랜드,클린 뷰티 캠페인,30% OFF,30.0,percent,2026.05.29 - 2026.06.08,2026-05-29,2026-06-08,11,True
e008,fashion,패션,8seconds,브랜드,뉴 아라이벌 컬렉션,45% OFF,45.0,percent,2026.05.30 - 2026.06.24,2026-05-30,2026-06-24,26,True
e027,food,푸드,BBQ Chicken,브랜드,베이커리 위크 할인전,1+1,,bundle,2026.05.30 - 2026.06.19,2026-05-30,2026-06-19,21,True
e099,food,푸드,이마트24,브랜드,7월 QR 할인 이벤트,QR 제시 시 할인,,other,2026.07.01 - 2026.07.31,2026-07-01,2026-07-31,31,True
e097,food,푸드,GS25,브랜드,GS25 카페25 올데이 프로모션,할인가 판매,,other,2026.07.01 - 2026.07.31,2026-07-01,2026-07-31,31,True
e096,food,푸드,CU,브랜드,CU 치트키 데이,최대 77% OFF,77.0,percent,2026.07.01 - 2026.07.31 (매주 일요일),2026-07-01,2026-07-31,31,True
e100,food,푸드,이마트24,브랜드,7월 신규가입 100원딜 이벤트,100원 특가,,amount,2026.07.01 - 2026.07.31,2026-07-01,2026-07-31,31,True
e086,beauty,뷰티,올리브영,브랜드,올리브멤버스 전용 혜택 OPEN,멤버십 등급별 쿠폰,,other,2026.07.01 - 2026.07.31,2026-07-01,2026-07-31,31,True
e087,beauty,뷰티,올리브영,브랜드,최대 5만원 시크릿 할인 쿠폰,"최대 50,000원 할인",,amount,2026.07.01 - 2026.07.31,2026-07-01,2026-07-31,31,True
e075,popup,팝업,카페 소슬,소상공인,건대 로컬 카페 팝업,30% OFF,30.0,percent,2026.07.01 - 2026.07.31,2026-07-01,2026-07-31,31,True
e101,food,푸드,이마트에브리데이,브랜드,갈수록 고래잇 주간 특가전,최대 50% OFF,50.0,percent,2026.07.02 - 2026.07.08,2026-07-02,2026-07-08,7,True
e073,popup,팝업,동네빵집 밀도,소상공인,성수 베이커리 팝업,1+1,,bundle,2026.07.05 - 2026.07.14,2026-07-05,2026-07-14,10,True
e116,delivery,딜리버리,자담치킨,브랜드,먹을복페스타,"최대 5,000원 할인",,amount,2026.07.06 - 2026.07.12,2026-07-06,2026-07-12,7,True
e072,popup,팝업,다이슨,브랜드,청담 신제품 체험존,체험 예약 시 시타 할인쿠폰,,other,2026.07.08 - 2026.07.31,2026-07-08,2026-07-31,24,True
e074,popup,팝업,라네즈,브랜드,강남 뷰티 체험 팝업,구매 시 미니어처 증정,,other,2026.07.09 - 2026.07.23,2026-07-09,2026-07-23,15,True
e111,tech,테크,소니,브랜드,소니 신제품 런칭 할인,방문 인증 시 사은품,,other,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e102,food,푸드,배스킨라빈스,브랜드,배스킨라빈스 시즌 메뉴 프로모션,방문 인증 시 사은품,,other,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e071,popup,팝업,무신사 스탠다드,브랜드,성수 팝업스토어 오픈,방문 인증 시 사은품,,other,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e094,beauty,뷰티,토니모리,브랜드,토니모리 뷰티 위크,55% OFF,55.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e152,popup,팝업,을지로 인쇄골목 팝업,브랜드,을지로 인쇄골목 팝업 팝업스토어,10% OFF,10.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e143,living,리빙,이마트리빙,브랜드,이마트리빙 홈리뉴얼 할인전,1+1,,bundle,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e107,tech,테크,LG전자,소상공인,LG전자 신제품 런칭 할인,35% OFF,35.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e134,stay,스테이,소노벨,브랜드,소노벨 얼리버드 예약 할인,25% OFF,25.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e076,fashion,패션,폴로 랄프로렌,브랜드,폴로 랄프로렌 시즌 컬렉션 할인,45% OFF,45.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e120,delivery,딜리버리,먹깨비,브랜드,먹깨비 첫 주문 할인 쿠폰,15% OFF,15.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e085,fashion,패션,컨버스,브랜드,컨버스 시즌 컬렉션 할인,25% OFF,25.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e125,delivery,딜리버리,전주맛배달,브랜드,전주맛배달 첫 주문 할인 쿠폰,40% OFF,40.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e157,popup,팝업,여의도 러닝 팝업,브랜드,여의도 러닝 팝업 팝업스토어,방문 인증 시 사은품,,other,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e080,fashion,패션,에잇세컨즈,브랜드,에잇세컨즈 시즌 컬렉션 할인,30% OFF,30.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e139,living,리빙,시몬스,브랜드,시몬스 홈리뉴얼 할인전,20% OFF,20.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e148,popup,팝업,탬버린즈,브랜드,탬버린즈 팝업스토어,최대 70% OFF,70.0,percent,2026.07.10 - 2026.07.20,2026-07-10,2026-07-20,11,True
e098,food,푸드,세븐일레븐,브랜드,711데이,1+1,,bundle,2026.07.11 (711데이),2026-07-11,2026-07-11,1,True
e121,delivery,딜리버리,배달특급,소상공인,배달특급 첫 주문 할인 쿠폰,60% OFF,60.0,percent,2026.07.15 - 2026.07.31,2026-07-15,2026-07-31,17,True
