review_id,event_id,brand,category,category_ko,merchant_type,review_date,rating,review_text,rating_sentiment,text_sentiment
r0186,e095,네이처리퍼블릭,beauty,뷰티,브랜드,2026-07-31,5,제품 나쁘지 않은데 특별히 인상적이지도 않았어요.,positive,neutral
r0187,e095,네이처리퍼블릭,beauty,뷰티,브랜드,2026-08-01,4,"재고가 이미 없어서 할인 혜택을 못 받았어요, 실망.",positive,negative
r0188,e096,CU,food,푸드,브랜드,2026-07-15,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0189,e096,CU,food,푸드,브랜드,2026-07-08,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0190,e096,CU,food,푸드,브랜드,2026-07-26,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0191,e097,GS25,food,푸드,브랜드,2026-07-31,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0192,e097,GS25,food,푸드,브랜드,2026-07-24,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0193,e097,GS25,food,푸드,브랜드,2026-07-09,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0194,e097,GS25,food,푸드,브랜드,2026-07-05,4,"GS25 음식 진짜 만족스러웠어요, 할인가 판매 받고 완전 이득!",positive,positive
r0195,e097,GS25,food,푸드,브랜드,2026-07-14,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0196,e097,GS25,food,푸드,브랜드,2026-07-31,5,"GS25 음식 진짜 만족스러웠어요, 할인가 판매 받고 완전 이득!",positive,positive
r0197,e097,GS25,food,푸드,브랜드,2026-07-26,4,가격 대비 퀄리티 최고예요. GS25 다음에도 또 이용할래요.,positive,positive
r0198,e097,GS25,food,푸드,브랜드,2026-07-26,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0199,e097,GS25,food,푸드,브랜드,2026-07-10,4,가격 대비 퀄리티 최고예요. GS25 다음에도 또 이용할래요.,positive,positive
r0200,e099,이마트24,food,푸드,브랜드,2026-07-05,4,가격 대비 퀄리티 최고예요. 이마트24 다음에도 또 이용할래요.,positive,positive
r0201,e099,이마트24,food,푸드,브랜드,2026-07-19,3,이마트24 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0202,e099,이마트24,food,푸드,브랜드,2026-07-15,5,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0203,e099,이마트24,food,푸드,브랜드,2026-07-07,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0204,e100,이마트24,food,푸드,브랜드,2026-08-02,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0205,e100,이마트24,food,푸드,브랜드,2026-07-19,4,"이마트24 음식 진짜 만족스러웠어요, 100원 특가 받고 완전 이득!",positive,positive
r0206,e100,이마트24,food,푸드,브랜드,2026-07-19,5,"이마트24 음식 진짜 만족스러웠어요, 100원 특가 받고 완전 이득!",positive,positive
r0207,e100,이마트24,food,푸드,브랜드,2026-07-24,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0208,e100,이마트24,food,푸드,브랜드,2026-08-01,5,가격 대비 퀄리티 최고예요. 이마트24 다음에도 또 이용할래요.,positive,positive
r0209,e100,이마트24,food,푸드,브랜드,2026-07-09,4,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0210,e100,이마트24,food,푸드,브랜드,2026-08-01,4,가격 대비 퀄리티 최고예요. 이마트24 다음에도 또 이용할래요.,positive,positive
r0211,e100,이마트24,food,푸드,브랜드,2026-07-26,4,가격 대비 퀄리티 최고예요. 이마트24 다음에도 또 이용할래요.,positive,positive
r0212,e100,이마트24,food,푸드,브랜드,2026-07-12,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0213,e100,이마트24,food,푸드,브랜드,2026-07-18,4,가격 대비 퀄리티 최고예요. 이마트24 다음에도 또 이용할래요.,positive,positive
r0214,e101,이마트에브리데이,food,푸드,브랜드,2026-07-10,4,"이마트에브리데이 음식 진짜 만족스러웠어요, 최대 50% OFF 받고 완전 이득!",positive,positive
r0215,e102,배스킨라빈스,food,푸드,브랜드,2026-07-12,4,"배스킨라빈스 음식 진짜 만족스러웠어요, 방문 인증 시 사은품 받고 완전 이득!",positive,positive
r0216,e102,배스킨라빈스,food,푸드,브랜드,2026-07-13,5,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0217,e103,공차,food,푸드,브랜드,2026-08-01,5,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0218,e103,공차,food,푸드,브랜드,2026-07-19,5,"공차 음식 진짜 만족스러웠어요, 60% OFF 받고 완전 이득!",positive,positive
r0219,e103,공차,food,푸드,브랜드,2026-07-18,4,가격 대비 퀄리티 최고예요. 공차 다음에도 또 이용할래요.,positive,positive
r0220,e105,이디야커피,food,푸드,브랜드,2026-07-23,4,음식 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0221,e105,이디야커피,food,푸드,브랜드,2026-08-02,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0222,e105,이디야커피,food,푸드,브랜드,2026-08-04,4,직원 응대가 다소 불친절했어요.,positive,neutral
r0223,e105,이디야커피,food,푸드,브랜드,2026-07-21,4,"이디야커피 음식 진짜 만족스러웠어요, 30% OFF 받고 완전 이득!",positive,positive
r0224,e107,LG전자,tech,테크,소상공인,2026-07-18,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0225,e108,브라운,tech,테크,브랜드,2026-07-28,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0226,e108,브라운,tech,테크,브랜드,2026-07-26,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0227,e111,소니,tech,테크,브랜드,2026-07-23,3,제품 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0228,e112,보스,tech,테크,브랜드,2026-07-22,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0229,e113,로지텍,tech,테크,브랜드,2026-08-16,4,"로지텍 제품 진짜 만족스러웠어요, 방문 인증 시 사은품 받고 완전 이득!",positive,positive
r0230,e113,로지텍,tech,테크,브랜드,2026-08-16,3,제품 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0231,e114,레이저,tech,테크,소상공인,2026-08-01,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0232,e114,레이저,tech,테크,소상공인,2026-07-29,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0233,e117,쿠팡이츠,delivery,딜리버리,브랜드,2026-07-27,5,"쿠팡이츠 배달 진짜 만족스러웠어요, 10% OFF 받고 완전 이득!",positive,positive
r0234,e117,쿠팡이츠,delivery,딜리버리,브랜드,2026-07-25,3,배달 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0235,e118,땡겨요,delivery,딜리버리,브랜드,2026-08-20,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0236,e118,땡겨요,delivery,딜리버리,브랜드,2026-08-14,5,가격 대비 퀄리티 최고예요. 땡겨요 다음에도 또 이용할래요.,positive,positive
r0237,e118,땡겨요,delivery,딜리버리,브랜드,2026-08-18,4,가격 대비 퀄리티 최고예요. 땡겨요 다음에도 또 이용할래요.,positive,positive
r0238,e119,위메프오,delivery,딜리버리,브랜드,2026-07-30,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0239,e119,위메프오,delivery,딜리버리,브랜드,2026-08-06,4,가격 대비 퀄리티 최고예요. 위메프오 다음에도 또 이용할래요.,positive,positive
r0240,e119,위메프오,delivery,딜리버리,브랜드,2026-07-21,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0241,e121,배달특급,delivery,딜리버리,소상공인,2026-08-01,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0242,e121,배달특급,delivery,딜리버리,소상공인,2026-07-29,5,"배달특급 배달 진짜 만족스러웠어요, 60% OFF 받고 완전 이득!",positive,positive
r0243,e122,각지역 소상공인 배달,delivery,딜리버리,브랜드,2026-08-20,3,배달 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0244,e123,동네줌,delivery,딜리버리,브랜드,2026-08-10,4,가격 대비 퀄리티 최고예요. 동네줌 다음에도 또 이용할래요.,positive,positive
r0245,e124,경기배달특급,delivery,딜리버리,브랜드,2026-08-16,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0246,e124,경기배달특급,delivery,딜리버리,브랜드,2026-08-24,4,배달 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0247,e125,전주맛배달,delivery,딜리버리,브랜드,2026-07-21,4,"전주맛배달 배달 진짜 만족스러웠어요, 40% OFF 받고 완전 이득!",positive,positive
r0248,e125,전주맛배달,delivery,딜리버리,브랜드,2026-07-19,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0249,e125,전주맛배달,delivery,딜리버리,브랜드,2026-07-23,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0250,e127,부킹닷컴,stay,스테이,브랜드,2026-08-03,5,"부킹닷컴 숙소 진짜 만족스러웠어요, 최대 70% OFF 받고 완전 이득!",positive,positive
r0251,e127,부킹닷컴,stay,스테이,브랜드,2026-08-10,5,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0252,e128,호텔스컴바인,stay,스테이,소상공인,2026-08-09,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0253,e128,호텔스컴바인,stay,스테이,소상공인,2026-08-08,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0254,e129,메리어트,stay,스테이,브랜드,2026-08-18,5,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0255,e129,메리어트,stay,스테이,브랜드,2026-08-25,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0256,e130,롯데호텔,stay,스테이,브랜드,2026-07-28,5,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0257,e131,신라스테이,stay,스테이,브랜드,2026-08-02,5,가격 대비 퀄리티 최고예요. 신라스테이 다음에도 또 이용할래요.,positive,positive
r0258,e131,신라스테이,stay,스테이,브랜드,2026-08-17,5,숙소 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0259,e131,신라스테이,stay,스테이,브랜드,2026-08-03,4,기대했던 것보다 별로였어요. 숙소 아쉬웠습니다.,positive,negative
r0260,e134,소노벨,stay,스테이,브랜드,2026-07-20,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0261,e136,일룸,living,리빙,브랜드,2026-08-05,5,"일룸 제품 진짜 만족스러웠어요, 35% OFF 받고 완전 이득!",positive,positive
r0262,e136,일룸,living,리빙,브랜드,2026-08-07,5,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0263,e137,리바트,living,리빙,브랜드,2026-07-26,4,가격 대비 퀄리티 최고예요. 리바트 다음에도 또 이용할래요.,positive,positive
r0264,e137,리바트,living,리빙,브랜드,2026-08-09,4,가격 대비 퀄리티 최고예요. 리바트 다음에도 또 이용할래요.,positive,positive
r0265,e138,에이스침대,living,리빙,브랜드,2026-08-10,4,가격 대비 퀄리티 최고예요. 에이스침대 다음에도 또 이용할래요.,positive,positive
r0266,e138,에이스침대,living,리빙,브랜드,2026-08-21,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0267,e139,시몬스,living,리빙,브랜드,2026-07-21,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0268,e140,이케아,living,리빙,브랜드,2026-08-05,4,직원 응대가 다소 불친절했어요.,positive,neutral
r0269,e140,이케아,living,리빙,브랜드,2026-08-05,4,가격 대비 퀄리티 최고예요. 이케아 다음에도 또 이용할래요.,positive,positive
r0270,e141,무인양품,living,리빙,브랜드,2026-08-09,3,할인은 괜찮은데 대기줄이 좀 길었습니다.,neutral,negative
r0271,e141,무인양품,living,리빙,브랜드,2026-08-01,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0272,e142,자주,living,리빙,소상공인,2026-08-22,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0273,e143,이마트리빙,living,리빙,브랜드,2026-07-24,5,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0274,e143,이마트리빙,living,리빙,브랜드,2026-07-20,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0275,e144,롯데하이마트,living,리빙,브랜드,2026-08-05,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0276,e145,까사미아,living,리빙,브랜드,2026-08-08,4,가격 대비 퀄리티 최고예요. 까사미아 다음에도 또 이용할래요.,positive,positive
r0277,e145,까사미아,living,리빙,브랜드,2026-08-08,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0278,e145,까사미아,living,리빙,브랜드,2026-08-16,4,"까사미아 제품 진짜 만족스러웠어요, 2+1 받고 완전 이득!",positive,positive
r0279,e145,까사미아,living,리빙,브랜드,2026-08-09,4,제품 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0280,e146,아디다스 오리지널스,popup,팝업,브랜드,2026-08-09,5,가격 대비 퀄리티 최고예요. 아디다스 오리지널스 다음에도 또 이용할래요.,positive,positive
r0281,e146,아디다스 오리지널스,popup,팝업,브랜드,2026-07-22,4,"아디다스 오리지널스 공간 진짜 만족스러웠어요, 60% OFF 받고 완전 이득!",positive,positive
r0282,e147,젠틀몬스터,popup,팝업,브랜드,2026-08-17,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0283,e148,탬버린즈,popup,팝업,브랜드,2026-07-17,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0284,e148,탬버린즈,popup,팝업,브랜드,2026-07-23,4,가격 대비 퀄리티 최고예요. 탬버린즈 다음에도 또 이용할래요.,positive,positive
r0285,e148,탬버린즈,popup,팝업,브랜드,2026-07-12,5,"탬버린즈 공간 진짜 만족스러웠어요, 최대 70% OFF 받고 완전 이득!",positive,positive
r0286,e148,탬버린즈,popup,팝업,브랜드,2026-07-15,4,"탬버린즈 공간 진짜 만족스러웠어요, 최대 70% OFF 받고 완전 이득!",positive,positive
r0287,e148,탬버린즈,popup,팝업,브랜드,2026-07-12,5,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0288,e149,마뗑킴,popup,팝업,소상공인,2026-07-28,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0289,e149,마뗑킴,popup,팝업,소상공인,2026-07-20,5,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0290,e150,앤더슨벨,popup,팝업,브랜드,2026-08-06,4,가격 대비 퀄리티 최고예요. 앤더슨벨 다음에도 또 이용할래요.,positive,positive
r0291,e151,성수 로컬 소품샵,popup,팝업,브랜드,2026-08-18,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0292,e151,성수 로컬 소품샵,popup,팝업,브랜드,2026-08-24,5,성수 로컬 소품샵 처음 이용해봤는데 보통이었어요.,positive,neutral
r0293,e151,성수 로컬 소품샵,popup,팝업,브랜드,2026-08-11,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0294,e153,연남동 독립서점,popup,팝업,브랜드,2026-08-01,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0295,e153,연남동 독립서점,popup,팝업,브랜드,2026-07-26,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0296,e153,연남동 독립서점,popup,팝업,브랜드,2026-07-17,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0297,e154,망원동 수제청 공방,popup,팝업,브랜드,2026-08-03,3,그냥 무난했어요. 재방문은 고민 중입니다.,neutral,neutral
r0298,e154,망원동 수제청 공방,popup,팝업,브랜드,2026-08-07,4,가격 대비 퀄리티 최고예요. 망원동 수제청 공방 다음에도 또 이용할래요.,positive,positive
r0299,e155,한남 아트팝업,popup,팝업,브랜드,2026-07-22,5,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0300,e156,합정 빈티지숍,popup,팝업,소상공인,2026-08-07,4,이 정도 할인이면 무조건 가야죠. 강력 추천합니다!,positive,positive
r0301,e156,합정 빈티지숍,popup,팝업,소상공인,2026-08-09,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0302,e156,합정 빈티지숍,popup,팝업,소상공인,2026-08-08,4,공간 상태도 좋고 직원분도 친절해서 기분 좋게 다녀왔습니다.,positive,positive
r0303,e157,여의도 러닝 팝업,popup,팝업,브랜드,2026-07-11,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0304,e157,여의도 러닝 팝업,popup,팝업,브랜드,2026-07-12,4,성수동에서 이런 이벤트 찾기 힘든데 완전 만족했어요.,positive,positive
r0305,e158,잠실 스포츠 체험존,popup,팝업,브랜드,2026-07-17,4,가격 대비 퀄리티 최고예요. 잠실 스포츠 체험존 다음에도 또 이용할래요.,positive,positive
r0306,e159,이태원 글로벌 푸드팝업,popup,팝업,브랜드,2026-08-13,3,공간 나쁘지 않은데 특별히 인상적이지도 않았어요.,neutral,neutral
r0307,e160,선릉 오피스 간식팝업,popup,팝업,브랜드,2026-08-21,4,그냥 무난했어요. 재방문은 고민 중입니다.,positive,neutral
r0308,e160,선릉 오피스 간식팝업,popup,팝업,브랜드,2026-08-23,3,선릉 오피스 간식팝업 처음 이용해봤는데 보통이었어요.,neutral,neutral
r0309,e160,선릉 오피스 간식팝업,popup,팝업,브랜드,2026-08-15,3,선릉 오피스 간식팝업 처음 이용해봤는데 보통이었어요.,neutral,neutral
